"V1" "V2" "V3"
"1" 239.217865847331 1.96074748146522 3
"2" 241.828003121728 3.7616459012373 6
"3" 202.489943374276 6.22879130325052 8
"4" 248.147076711986 1.7889008613335 9
"5" 265.946392786047 0.595532677253222 13
"6" 241.590665436631 3.2573768208757 14
"7" 149.101056354419 19.304191484593 16
"8" 226.663819639027 1.96286229976941 17
"9" 252.121338109919 3.30724807644389 23
"10" 218.559734838178 4.07807286254646 27
"11" 241.284258183752 2.03751110512101 28
"12" 234.887518610497 1.29745313624514 29
"13" 244.074273518822 1.06702583634962 30
"14" 246.651706433757 2.80851890270102 32
"15" 225.890096653722 3.13469580276182 33
"16" 267.776542257909 0.257765538613531 34
"17" 216.830045954666 3.46802225198669 36
"18" 265.294585774595 1.24443739265574 37
"19" 233.512787339723 2.03075923442363 39
"20" 237.964028567667 3.20248014752917 40
"21" 283.263159556177 0.516853966713911 43
"22" 287.454810559855 1.45116682237498 44
"23" 254.714061909333 2.84962756768459 47
"24" 258.494063594493 1.05242668938508 48
"25" 234.488365918947 3.15723953342705 51
"26" 230.767853506261 1.87717757086776 54
"27" 179.662607620614 12.1824856020755 55
"28" 284.883738406918 0.664015987025754 56
"29" 220.870999679858 4.1240153029114 58
"30" 281.891573734311 0.384487961361712 60
"31" 207.979069990611 8.98045831211192 61
"32" 239.946467444138 4.64847496496392 62
"33" 234.709915936847 2.81840153147821 63
"34" 271.878149258199 0.36288386168512 64
"35" 233.00747399055 2.49765971448776 65
"36" 257.983721882374 1.63423777473382 66
"37" 198.674235252332 1.58527232224666 67
"38" 138.783464596537 45.1777751530097 68
"39" 233.251121878338 1.42099032097375 70
"40" 259.956072052556 0.857707113689199 71
"41" 235.834866406097 2.04202722056217 73
"42" 246.020120378112 2.44179839537548 76
"43" 165.799046285431 20.6906929000223 79
"44" 280.913292217557 1.46981975725239 80
"45" 227.526501161332 3.55169502502488 83
"46" 247.670877698888 1.75487301182328 86
"47" 193.260951490709 8.00882003983219 87
"48" 251.308092151385 0.442596891437179 88
"49" 204.709178332225 5.68939798821266 90
"50" 277.184759841726 1.04073012781938 91
"51" 235.947404321409 0.764192325969558 93
"52" 235.072551731501 1.75990586000656 95
"53" 209.23852812034 4.84069151091651 96
"54" 284.156348766128 0.287825965649541 97
"55" 278.691642465719 2.58218856847426 98
"56" 254.399090858145 1.22367093169858 100
"57" 235.497720714154 1.38469293086097 104
"58" 212.91078335101 3.90664863269075 107
"59" 219.820651957375 4.05332803807691 111
"60" 147.539694187005 26.7231626954529 114
"61" 95.2157919245251 12.0243959398763 115
"62" 249.621054295728 1.97369953221869 117
"63" 281.25209382696 0.776721710902336 118
"64" 269.217763130254 0.76844407209215 120
"65" 299.658342930481 1.39973000910809 124
"66" 161.785068102382 12.4956405285186 128
"67" 262.033295518952 0.586385677836328 130
"68" 286.307507616306 1.08707144301307 131
"69" 129.519988053082 21.1401037200873 201
"70" 190.604588791124 4.32815513071732 203
"71" 246.054679030199 1.31791225589882 207
"72" 228.800434049783 3.47814741132462 210
"73" 188.104924080289 12.7873630066478 218
"74" 229.131719554835 1.44901830841973 219
"75" 192.83331099185 5.22947464635265 221
"76" 261.908518568307 0.555944670196036 223
"77" 268.509101572397 0.9441873031583 225
"78" 207.886332710127 6.36347695374888 226
"79" 240.715905534095 0.558764478560105 229
"80" 229.280492607999 1.85298109700449 232
"81" 160.726395380002 16.0625385637015 236
"82" 246.546417221039 1.64965263441741 237
"83" 172.371099677338 14.8101227228377 238
"84" 271.306529119199 1.26805982492746 243
"85" 256.196709730306 0.295608670080205 244
"86" 257.480361270178 2.22381474123642 245
"87" 236.372136028 1.96184079873678 247
"88" 241.160950417026 0.905719193478213 249
"89" 272.24710218785 0.836750374103511 250
"90" 252.603784189494 2.53479598147855 252
"91" 277.293490350537 0.343720363909251 253
"92" 225.380538595187 2.73093587349357 255
"93" 210.13679119317 7.39791936124765 263
"94" 248.723003894194 3.47901727272542 269
"95" 230.993463783999 1.34305536461049 271
"96" 260.739147305193 0.848667441065567 272
"97" 251.583559661684 1.33209212913211 274
"98" 218.713328255625 2.59207086981883 285
"99" 246.933507438323 2.25320097034604 287
"100" 262.105877855574 2.14452995141128 288
"101" 182.245036102843 11.1932477853639 291
"102" 256.373300887897 1.07864601001656 292
"103" 200.423355387625 1.89648353419576 297
"104" 239.813890299043 2.86718610079081 307
"105" 241.031553910381 1.80645292418286 308
"106" 245.897326857877 2.10342460318818 315
"107" 211.40199561697 1.10750938365971 320
"108" 228.477486176818 6.22297281049389 322
"109" 274.147214990922 2.50588901394494 323
"110" 293.316173348645 0.894102859890847 324
"111" 239.594066691098 1.93825943378839 329
"112" 226.85531667601 3.30268836408484 331
"113" 192.566194042358 8.86813391738512 332
"114" 240.374316229287 1.79744993528952 333
"115" 258.336154951869 2.18174634844467 335
"116" 249.567681589441 1.64205770733445 336
"117" 238.548183551088 2.76285635608245 338
"118" 231.192635198483 1.52789863244089 339
"119" 199.432789771492 3.96436775000483 340
"120" 215.556518325172 2.71685188363299 341
"121" 275.326859756141 0.956798127573077 342
"122" 250.779117916411 0.94213173640904 343
"123" 210.823615158447 7.34403285574301 344
"124" 310.318072935777 0.30221928314267 345
"125" 242.232262021318 4.20773629452955 346
"126" 169.633998309095 13.1996581931379 353
"127" 236.52179449214 2.21109890159972 355
"128" 208.161315443082 3.82227157557323 358
"129" 238.370358050967 2.5824475966087 360
"130" 194.202906873334 3.79533246052173 363
"131" 177.96332359391 2.60327122031193 364
"132" 246.073562196234 1.85309607549577 366
