"blue_self" "red_self" "blue_post" "red_post" "prob_stay" "si" "conf"
"1" 195.571371803201 49.6428429508004 573.762730561611 271.755228253358 0.48755114577786 63 2
"2" 46.4722833432936 334.463411184153 315.264610000662 992.541176448744 0.48755114577786 29 3
"3" 152.574277810979 228.361416716468 356.48569803381 951.320088415596 0.48755114577786 22 3
"4" 13.1607107377001 232.053504016302 151.230571871723 694.287386943247 0.48755114577786 23 2
"5" 38.8935694527447 342.042125074702 188.969505467987 792.269933120428 0.48755114577786 25 2
"6" 323.09534034833 57.840354179117 514.711517688313 139.96157303911 0.48755114577786 70 1
"7" 110.446396639301 134.767818114701 192.567615499294 326.383995454684 0.48755114577786 30 1
"8" 57.840354179117 323.09534034833 60.5777281411167 594.095362586306 0.48755114577786 1 1
"9" 25.3214214754002 219.892793278602 93.7557705253942 425.195840428584 0.48755114577786 25 1
"10" 95.7339236318616 285.201770895585 335.855421256249 645.384017332166 0.48755114577786 40 2
"11" 342.042125074702 38.8935694527447 774.260820798599 206.978617789816 0.48755114577786 72 2
"12" 207.732082540902 37.4821322131003 847.272445967053 324.811860708908 0.48755114577786 69 3
"13" 195.571371803201 49.6428429508004 365.288557447187 153.663053506791 0.48755114577786 62 1
"14" 93.4214016065207 151.792813147481 288.064120910132 884.020185765829 0.48755114577786 21 3
"15" 32.6178479180202 212.596366835982 117.476440740013 401.475170213965 0.48755114577786 31 1
"16" 178.546376770421 66.6678379835805 334.576692604408 184.37491834957 0.48755114577786 57 1
"17" 57.840354179117 323.09534034833 139.96157303911 514.711517688313 0.48755114577786 30 1
"18" 57.840354179117 323.09534034833 363.707484513364 944.098301936043 0.48755114577786 33 3
"19" 57.840354179117 323.09534034833 67.1090550983366 1240.69673135107 0.48755114577786 1 3
"20" 35.0499900655603 210.164224688442 313.111017642148 858.973289033813 0.48755114577786 30 3
"21" 91.9445666865872 288.991127840859 462.692603455371 845.113182994035 0.48755114577786 40 3
"22" 137.199960262241 108.014254491761 823.083828284491 349.00047839147 0.48755114577786 74 3
"23" 108.014254491761 137.199960262241 367.537880229909 804.546426446052 0.48755114577786 28 3
"24" 122.607107377001 122.607107377001 320.70734291712 524.810615897849 0.48755114577786 33 2
"25" 25.3214214754002 219.892793278602 175.397357490642 670.120601324327 0.48755114577786 25 2
"26" 307.937912567232 72.9977819602149 692.132308766251 289.107129822163 0.48755114577786 64 2
"27" 27.7535636229402 217.460651131062 268.73978752265 903.344519153312 0.48755114577786 26 3
"28" 15.5928528852401 229.621361868762 153.662714019263 691.855244795707 0.48755114577786 23 2
"29" 54.0509972338425 326.884697293604 60.0540346744522 921.185403913962 0.48755114577786 1 2
"30" 163.953523885181 81.2606908688206 933.255700180408 238.828606495554 0.48755114577786 83 3
"31" 13.1607107377001 232.053504016302 198.534729122092 973.549577553869 0.48755114577786 20 3
"32" 30.1857057704802 215.028508983522 198.270754107551 647.247204707418 0.48755114577786 28 2
"33" 13.1607107377001 232.053504016302 67.9081899776953 451.043420976283 0.48755114577786 20 1
"34" 76.3964065737406 168.817808180261 205.052982787729 313.898628166249 0.48755114577786 47 1
"35" 25.3214214754002 219.892793278602 99.2305184493937 419.721092504584 0.48755114577786 27 1
"36" 76.7871389054893 304.148555621957 90.4740087154881 564.199082011934 0.48755114577786 5 1
"37" 110.89135141296 270.044343114487 393.034111121614 588.2053274668 0.48755114577786 47 2
"38" 134.767818114701 110.446396639301 329.121369416684 189.830241537294 0.48755114577786 71 1
"39" 304.148555621957 76.7871389054893 906.614115371231 401.191671078175 0.48755114577786 65 3
"40" 247.30820144284 133.627493084606 710.74324740382 597.062539045586 0.48755114577786 50 3
"41" 133.627493084606 247.30820144284 270.496191184594 384.176899542828 0.48755114577786 50 1
"42" 134.767818114701 110.446396639301 783.576882460073 388.507424215889 0.48755114577786 70 3
"43" 228.361416716468 152.574277810979 433.66446386645 221.008626860973 0.48755114577786 75 1
"44" 76.7871389054893 304.148555621957 286.893449326828 694.345989261586 0.48755114577786 35 2
"45" 207.732082540902 37.4821322131003 391.136137994886 127.815472959092 0.48755114577786 67 1
"46" 76.7871389054893 304.148555621957 172.595227575481 482.077863151942 0.48755114577786 35 1
"47" 228.361416716468 152.574277810979 678.589224762194 302.650213826221 0.48755114577786 75 2
"48" 190.707087508121 54.5071272458804 550.889333944702 294.628624870268 0.48755114577786 60 2
"49" 228.361416716468 152.574277810979 923.513985657938 384.291800791468 0.48755114577786 75 3
"50" 76.7871389054893 304.148555621957 401.191671078175 906.614115371231 0.48755114577786 35 3
"51" 228.361416716468 152.574277810979 439.13921179045 215.533878936973 0.48755114577786 77 1
