"blue_self" "red_self" "blue_post" "red_post" "si" "conf"
"1" 653.31733547646 164.079333869115 838.957056869704 273.105836909592 63 2
"2" 49.9084863173051 359.662232993571 267.688344230431 892.847402367085 29 3
"3" 164.02828772435 245.542431586526 329.240593727411 831.295152870105 22 3
"4" 41.7698334672788 775.626835878296 109.543065087034 1002.51982869226 23 2
"5" 41.7570719310876 367.813647379788 115.423628039518 588.813315705079 25 2
"6" 347.435111414245 62.1356078966314 515.473265366618 134.151959590506 70 1
"7" 367.928501205509 449.468168140066 439.944852899383 617.50632209244 30 1
"8" 62.1356078966314 347.435111414245 64.5361529530939 585.08907200403 1 1
"9" 82.5396669345575 734.857002411018 142.55329334612 914.897881645704 25 1
"10" 102.892679827719 306.678039483157 220.759169601207 483.477774143389 40 2
"11" 367.813647379788 41.7570719310876 579.973328972067 124.263614772529 72 2
"12" 694.087168943739 123.309500401836 1212.25303777152 356.108658860695 69 3
"13" 653.31733547646 164.079333869115 802.151128977134 255.300046014689 62 1
"14" 310.850734351319 506.545934994257 468.553390081513 1099.8083065507 21 3
"15" 107.001567014925 710.39510233065 181.418463765262 876.032711226562 31 1
"16" 596.23956862227 221.157100723305 733.070636840631 324.380538151192 57 1
"17" 62.1356078966314 347.435111414245 134.151959590506 515.473265366618 30 1
"18" 62.1356078966314 347.435111414245 309.954066901222 850.581679696293 33 3
"19" 62.1356078966314 347.435111414245 69.6452581694978 1090.89048842802 1 3
"20" 115.155533708381 702.241135637194 340.445041894372 1227.91665473784 30 3
"21" 98.8169726346102 310.753746676266 399.202983549266 761.332763048249 40 3
"22" 457.622134833522 359.774534512053 1013.33625502564 555.025441606579 74 3
"23" 359.774534512053 457.622134833522 570.044742152312 998.316954479903 28 3
"24" 408.698334672788 408.698334672788 505.938188735915 606.12470504338 33 2
"25" 82.5396669345575 734.857002411018 156.206223042988 955.856670736308 25 2
"26" 331.13228264181 78.4384366690664 519.718666279391 184.518277465206 64 2
"27" 90.6936336280133 726.703035717562 285.94454072254 1282.41715590968 26 3
"28" 49.9238001607345 767.472869184841 117.69703178049 994.365861998805 23 2
"29" 58.0599007035226 351.510818607353 61.0065629478598 643.230380796737 1 2
"30" 547.315768461535 270.08090088404 1170.61674110945 397.744955522769 83 3
"31" 41.7698334672788 775.626835878296 191.962838924607 1376.39885770761 20 3
"32" 98.847600321469 718.549069024106 181.354143162911 930.708750616385 28 2
"33" 41.7698334672788 775.626835878296 89.7807345965284 967.670440395295 20 1
"34" 253.772967497128 563.623701848447 366.598585150865 690.852589840958 47 1
"35" 82.5396669345575 734.857002411018 147.354383459044 910.096791532779 27 1
"36" 82.5141438621752 327.056575448701 94.5168691444876 555.108355812637 5 1
"37" 119.195508600154 290.375210710722 257.688634084003 446.548309660594 47 2
"38" 449.468168140066 367.928501205509 619.906867148903 437.544307842921 71 1
"39" 327.056575448701 82.5141438621752 815.183843185016 345.351903412499 65 3
"40" 265.920967552069 143.649751758807 641.403481195389 519.132265402126 50 3
"41" 143.649751758807 265.920967552069 263.677004581931 385.948220375193 50 1
"42" 449.468168140066 367.928501205509 975.143687240714 593.218009391501 70 3
"43" 245.542431586526 164.02828772435 425.583310821212 224.041914135912 75 1
"44" 82.5141438621752 327.056575448701 185.647322413977 518.589621330619 35 2
"45" 694.087168943739 123.309500401836 854.923687726725 202.527487265098 67 1
"46" 82.5141438621752 327.056575448701 166.533220838362 483.092004118762 35 1
"47" 245.542431586526 164.02828772435 466.542099911816 237.69484383278 75 2
"48" 637.009402089549 180.387267256027 813.809136749781 298.253757029515 60 2
"49" 245.542431586526 164.02828772435 808.766202051505 351.76954454601 75 3
"50" 82.5141438621752 327.056575448701 345.351903412499 815.183843185016 35 3
"51" 245.542431586526 164.02828772435 430.384400934137 219.240824022987 77 1
"52" 245.542431586526 164.02828772435 469.488762156153 234.748181588443 76 2
"53" 327.056575448701 82.5141438621752 815.183843185016 345.351903412499 65 3
"54" 82.5141438621752 327.056575448701 185.647322413977 518.589621330619 35 2
"55" 473.930068220434 343.466601125142 694.929736545724 417.133157233572 75 2
"56" 131.463467095292 685.933202250283 138.973117368158 1429.38857926406 1 3
"57" 164.02828772435 245.542431586526 216.840278966525 432.784945990599 22 1
"58" 457.622134833522 359.774534512053 669.781816425801 442.281077353495 72 2
"59" 327.056575448701 82.5141438621752 483.092004118762 166.533220838362 65 1
"60" 490.238001607345 327.15866773823 622.837802602519 489.225091176776 45 2
"61" 36.1523596188455 141.609438475382 143.45385695912 340.883647821607 35 3
"62" 25.6066517331918 152.155146361036 109.892786456442 339.75976880956 31 2
"63" 19.4301066136405 166.870959522764 96.0740332852654 396.802739537639 25 3
"64" 160.943236265747 16.8185618284805 390.875016280622 93.4624885001054 75 3
"65" 165.0279488614 21.2731172750045 297.07769835706 75.2089304492883 71 1
"66" 74.8199551995755 102.941842894652 123.176201493761 240.57115927041 26 1
"67" 66.0318652948641 111.729932799363 123.128924300937 326.523630965065 21 2
"68" 163.184938200036 23.1161279363686 353.508468220278 104.683355087901 70 2
"69" 8.0304719237691 169.731326170458 67.8464385015594 381.806116764442 22 2
