"V1" "V2" "V3"
"1" 194.795651660104 6.03790152600738 3
"2" 147.797225581382 15.8911554312097 6
"3" 164.133561681436 7.86875228205317 8
"4" 149.243935916529 21.8961957261901 9
"5" 142.364762454933 19.8636865753874 13
"6" 244.148337415302 1.24226885131998 14
"7" 168.689480523907 11.4805424168966 16
"8" 134.415441021362 20.5262623033102 17
"9" 171.581797064135 12.338528123404 23
"10" 184.638119774494 8.97179240961065 27
"11" 146.072089147064 23.4306271914672 28
"12" 165.528966004984 8.60993014355286 29
"13" 150.792799115908 16.1694340009735 30
"14" 167.078716236931 12.7421198891406 32
"15" 225.074835260711 2.34217332025479 33
"16" 131.238254791613 21.3264412567287 34
"17" 196.56801718994 4.67031531610998 36
"18" 244.29032960238 1.26745709484912 37
"19" 192.907989545111 7.14614946128786 39
"20" 145.102621420977 23.0228359072808 40
"21" 148.6152141209 22.26543474663 43
"22" 146.331320652383 17.1392711561427 44
"23" 162.580492706824 15.2725343588262 47
"24" 142.641548861914 23.1136948154923 48
"25" 161.150886603117 15.5794548693227 51
"26" 147.318947688866 16.0569354695614 54
"27" 166.284972129413 11.7444819933176 55
"28" 167.373700091263 12.4702157447137 56
"29" 196.82687178759 5.91071396513237 58
"30" 220.500305155862 3.1447318965303 60
"31" 140.330068866069 21.4507892425148 61
"32" 141.343505520208 21.1962547383904 62
"33" 154.33202004088 16.7233658475119 63
"34" 158.108792364932 18.4759170236314 64
"35" 243.299878899741 1.01990273354591 65
"36" 179.021543213704 8.8071006248285 66
"37" 108.560298131683 22.528077547061 67
"38" 205.610561307722 4.7150158959953 68
"39" 188.202140376315 6.43871215036254 70
"40" 186.412057121288 4.46655683946556 71
"41" 217.040322193024 2.98377291297045 73
"42" 184.962747494919 8.08523156432283 76
"43" 186.728499912226 8.15809570265609 79
"44" 184.793820128089 7.68280550933826 80
"45" 217.126211981176 3.13461206797865 83
"46" 214.444448625948 3.09032862836098 86
"47" 204.067377706193 4.72135590850728 87
"48" 175.490213623973 8.86964382095401 88
"49" 190.116842634357 5.82384164896842 90
"50" 150.945596440892 20.2823277087973 91
"51" 208.297215984497 1.20236318707333 93
"52" 182.928105488256 8.29037442135395 95
"53" 153.333277569401 18.0596408556747 96
"54" 225.84528669338 2.5546189189658 97
"55" 167.331661423508 13.6209094567745 98
"56" 211.025492032183 4.8131802759686 100
"57" 209.459553723205 2.74138690010288 104
"58" 154.504679983404 16.9800869206196 107
"59" 145.533650857492 21.2717379583201 111
"60" 178.645857585597 7.86723688598654 114
"61" 77.3085584793348 14.62941011168 115
"62" 234.94326006083 2.03685173282417 117
"63" 180.878412174768 8.21904164764004 118
"64" 191.432247189556 5.78279595289639 120
"65" 155.524810106212 17.8004442630848 124
"66" 173.156329251698 8.74148018726022 128
"67" 153.312244006475 18.2352904718014 130
"68" 151.262712198068 17.9648721500276 131
"69" 126.715502486276 16.7146984751914 201
"70" 153.365567447865 8.31430346861719 203
"71" 151.315306988128 16.93323513507 207
"72" 165.053256195739 14.5795077271405 210
"73" 151.344967262898 15.7098407084394 218
"74" 236.525352147485 0.586955815556016 219
"75" 173.991891385005 9.05032121897904 221
"76" 208.501425446276 4.57764697522678 223
"77" 185.354537312068 8.04125023307734 225
"78" 164.716378134998 14.0032029079328 226
"79" 171.154099608807 7.80729953479436 229
"80" 215.815653001004 2.45908570200674 232
"81" 195.153094020901 4.68092142644993 236
"82" 150.985779120025 15.8814035154713 237
"83" 182.42371416167 8.29543462404807 238
"84" 152.517011003296 18.3815573928499 243
"85" 223.250054243923 2.34910518400914 244
"86" 184.467775701241 8.57244134994323 245
"87" 118.35132516774 20.1016078315446 247
"88" 134.457927719675 22.5014949042345 249
"89" 153.366298741648 22.4186152401442 250
"90" 209.472857520265 3.64280741217032 252
"91" 206.768194876473 2.69419230524502 253
"92" 159.959617118953 15.9159617303752 255
"93" 185.805742800869 7.54407626673114 263
"94" 154.386332007942 15.6090481839699 269
"95" 175.199928421417 7.244796372545 271
"96" 212.892713578826 4.07370104305655 272
"97" 159.697652857267 17.1066293694997 274
"98" 223.577235522403 2.03807166373261 285
"99" 183.275816652879 8.67387321075201 287
"100" 176.706655234237 10.9044141983416 288
"101" 147.026818576197 13.4360825350614 291
"102" 183.590819785697 6.83121910839244 292
"103" 141.266349393854 9.54520077198388 297
"104" 130.181165557473 20.4542202710849 307
"105" 180.119241966066 10.1208095366253 308
"106" 139.345414834254 21.0492527511584 315
"107" 130.68668582245 20.8944296219755 320
"108" 166.792005387264 14.0102788943525 322
"109" 187.412757936244 8.08731712637366 323
"110" 208.219799456024 3.18048803809649 324
"111" 140.056462214425 20.4585212117883 329
"112" 181.894325926623 6.54032427041916 331
"113" 205.680132878411 1.55700719512594 332
"114" 138.487017645134 21.1149997077266 333
"115" 157.030044636194 17.2178294769062 335
"116" 202.912177913823 3.07491855454371 336
"117" 168.751200484057 12.3517660758798 338
"118" 138.244564368537 23.0085261778538 339
"119" 158.315112287328 12.240404546011 340
"120" 177.327384078037 8.17994949512338 341
"121" 159.319596371281 16.062781663758 342
"122" 173.368549760075 8.38090618835707 343
"123" 191.185754243058 6.37771656886922 344
"124" 206.400063441181 4.41234988491332 345
"125" 180.389800390691 7.52280060587367 346
"126" 137.937824964536 22.0980806338335 353
"127" 213.353818292591 3.4916036314448 355
"128" 223.912793383463 2.03676702820691 358
"129" 216.09934828991 3.04325679169794 360
"130" 142.501129883997 15.9373616531697 363
"131" 114.603247411941 16.6435709527477 364
"132" 136.732140453901 21.3485309888732 366
