"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"1" 51.6601642770849 61.2969308122414 43.0512429928018 499.172605327261 500 0.01 3
"2" 57.1407799756171 100 37.164228876683 123.747235985094 450.128277460723 0.01 6
"3" 80.2298447300591 100 14.7157608834246 122.348810392305 56.411978536654 0.01 8
"4" 50.4700429453734 100 33.5625440697166 500 464.18892912947 0.01 9
"5" 68.345979348453 38.8122182858562 11.6023952612141 500 500 0.01 13
"6" 62.8145755362901 67.9591067246139 39.1772405273756 132.145571436365 500 0.01 14
"7" 57.5936534334896 100 82.0494372600018 248.359715916243 24.9967953408731 0.01 16
"8" 58.0184526325225 100 21.835184956183 389.881669878967 246.142514068465 0.01 17
"9" 66.3153329511213 82.4607240476533 33.3003420328623 36.7574915376379 500 0.01 23
"10" 54.6360023848425 100 43.0925310279847 500 134.343964739374 0.01 27
"11" 62.2387941969921 28.5811301055763 41.4796930761145 333.327228898685 500 0.01 28
"12" 68.3095675643875 38.8541958137117 19.2387966743974 186.618839189774 500 0.01 29
"13" 54.0339054984599 49.0760872610096 23.18189078317 500 500 0.01 30
"14" 67.4653841248885 100 23.8633644841983 162.901476929915 350.633662928585 0.01 32
"15" 48.9776904940625 100 45.424490511079 439.051421883085 370.371835514487 0.01 33
"16" 64.3792467776888 100 3.27603391263818 500 500 0.01 34
"17" 53.690989143314 100 36.3040468612895 356.443414477704 238.577759741124 0.01 36
"18" 61.1858873187218 100 18.7402138459014 342.816556448941 500 0.01 37
"19" 68.4129384162859 28.909985901846 30.7072692668437 500 127.272445204961 0.01 39
"20" 77.8259107986802 100 17.4833677102947 271.10436106692 93.55609169391 0.01 40
"21" 82.2518248792183 76.9141338343689 6.29810613452671 173.660371617585 500 0.01 43
"22" 95.444754045668 100 6.63340934278716 16.044701301953 253.094409153344 0.0895699879889093 44
"23" 80.8175760030514 100 16.214802052625 166.298865652869 203.726501615251 0.01 47
"24" 78.6571662949443 33.2021213280513 14.8832420379435 197.528439767334 500 0.01 48
"25" 56.4614574955868 100 37.1377571078156 344.861394865401 332.065099348831 0.01 51
"26" 61.9531781011779 55.8661744937183 25.5760141896647 190.165770460321 500 0.01 54
"27" 71.6044165454383 100 31.0469003547529 164.692999576799 54.5885138072841 0.01 55
"28" 73.8043020905886 100 8.78390318004182 219.228333589379 500 0.01 56
"29" 60.8795986479138 100 36.0499154609739 328.924312794895 194.379072824145 0.01 58
"30" 85.1068312051028 69.2547879948466 4.27185168227855 188.651094289781 500 0.01 60
"31" 82.7800941038428 100 20.1770753785679 61.5887093730341 128.066893206591 0.01 61
"32" 62.529349533865 100 28.2430574040997 2.13835428302771 381.994332999477 0.250661774262792 62
"33" 66.316334398071 100 23.8663258657649 330.78739248416 161.529037397393 0.01 63
"34" 68.5545597428926 43.5104157255971 8.32425195467361 500 500 0.01 64
"35" 63.4890304656628 100 24.8166019828411 489.9847555235 95.2334338648853 0.01 65
"36" 88.283283100007 19.8912439868252 19.2949459904138 61.960086026997 500 0.01 66
"37" 56.3784510541799 62.7312011977665 20.1702026093963 75.477582812359 500 0.01 67
"38" 87.5149594006425 100 32.8716032225054 65.2424684095629 32.0397396025872 0.01 68
"39" 51.4907009875603 13.8093560795218 41.4440190168203 500 500 0.01 70
"40" 83.1846240055617 100 6.10138034921965 282.82764319656 113.436065390976 0.01 71
"41" 46.6702002246173 83.2303091310336 40.868991598254 500 500 0.01 73
"42" 68.3325838652239 100 21.6809554654436 265.2876207591 256.762320343982 0.01 76
"43" 81.0305213468034 100 29.6390872397082 146.152682830666 1 0.01 79
"44" 95.8519466289025 100 7.3958161830583 110.196392275217 186.18139917596 0.01 80
"45" 64.2039594113244 100 28.0731159929969 340.774617044893 156.993716883354 0.01 83
"46" 62.6254638777018 100 21.3675715643679 334.911214348169 341.169737405359 0.01 86
"47" 51.0259272820032 100 71.4580451625625 197.215106496298 298.961858260195 0.01 87
"48" 82.6443462793654 40.1157713660071 5.69470337491206 500 140.710233480817 0.01 88
"49" 73.1723995216805 100 24.3156150305169 284.251575539915 39.2093308380973 0.01 90
"50" 74.8421656229726 100 10.9403965589641 216.337083767646 377.284778313438 0.01 91
"51" 56.8188628352884 100 12.2478509482153 288.41772037965 500 0.01 93
"52" 60.9846925832486 31.2628568075068 33.7916005625542 500 260.698197957394 0.01 95
"53" 55.8192094190425 100 45.5753396350643 496.757123874206 66.5068812043739 0.01 96
"54" 72.2054363433543 96.9709998932679 3.52525101787954 500 491.235055952519 0.01 97
"55" 89.7263642733686 100 12.4848922074522 37.2772977091309 269.426158083856 0.01 98
"56" 65.7469267085745 15.4887177120851 28.004094161428 500 485.956606162146 0.01 100
"57" 61.945890515074 56.7028557464204 23.0981090802679 317.113656593532 500 0.01 104
"58" 38.9125792937166 83.4020914247067 88.5869445845978 500 500 0.01 107
"59" 47.7973745010018 100 62.1620826565245 255.631997403546 500 0.01 111
"60" 77.3828497485062 100 31.8709041319533 112.439828401989 23.0404628765013 0.01 114
"61" 37.3348313960732 100 25.8965773622882 131.991161645457 76.5857465299512 0.01 115
"62" 58.3567670954703 100 28.4593305977004 381.663860617233 396.058635803219 0.01 117
"63" 78.925105870764 97.5946668487476 8.12133872445683 160.134987843087 500 0.01 118
"64" 65.6936386847714 100 11.1804765959986 375.581108033626 420.843468163323 0.01 120
"65" 99.2004193485371 100 6.68339001001135 67.1420032580015 229.368074414688 0.01 124
"66" 54.1311160413744 100 73.1071650248624 347.586098886766 19.9984876343885 0.01 128
"67" 81.419050567411 31.2446101353746 8.73407703893776 500 216.981698161729 0.01 130
"68" 86.0499134397442 100 8.37832880523141 119.030628139489 368.085753421898 0.01 131
"69" 58.2799056309228 100 41.8031686828192 98.6218092273093 74.2394511772077 0.01 201
"70" 47.4437093466971 58.4028197212146 65.1532421950183 140.795868900725 500 0.01 203
"71" 52.5529705811572 100 22.9499807518514 453.034164606119 500 0.01 207
"72" 51.2962761064503 100 46.8585420828755 338.362931172348 450.671218252619 0.01 210
"73" 71.3111659873895 100 30.8787522638786 64.239598784809 146.181127129135 0.01 218
"74" 50.6523302901276 79.5545398409577 27.2522889115206 462.823994568093 500 0.01 219
"75" 50.9312485214263 71.4966617821108 66.8837197938903 500 106.096795635485 0.01 221
"76" 76.6281789473527 39.47333491353 8.95599032917896 500 249.282122521577 0.01 223
"77" 63.0860946039244 100 15.3708093082786 395.070007844548 490.481179696699 0.01 225
"78" 70.2514573212191 100 29.1865545754691 298.059289256109 47.6204754929364 0.01 226
"79" 57.937584343403 45.432873390768 11.6711760058932 500 500 0.01 229
"80" 53.5517640619253 41.6592006096491 39.7823657577463 471.921252986129 500 0.01 232
"81" 69.0393781291481 100 37.2629827937328 176.403597607112 36.6449781904354 0.01 236
"82" 65.45244739783 85.81206836539 19.5167819552955 145.034529066807 500 0.01 237
"83" 74.8763261436389 100 31.7739192528736 200.100447340809 8.43413121122743 0.01 238
"84" 78.6290153066016 100 12.5612720051523 121.886900327412 401.232099665114 0.01 243
"85" 68.3839196116842 14.5396605376553 6.35379535021878 500 500 0.01 244
"86" 73.453950307604 100 18.8595402083187 183.079668675745 311.34428763873 0.01 245
"87" 62.2975451944444 100 14.8098593520607 35.9521384196017 361.482913299386 0.01 247
"88" 57.0223339588068 100 15.6152067015557 459.147245048076 328.303068883059 0.01 249
"89" 86.0732912053128 35.4858235107774 11.5294356146561 161.241759603219 500 0.01 250
"90" 76.5273026641943 100 16.3765887843406 137.407264362804 259.996840563331 0.01 252
"91" 87.5284284756939 100 2.41017352440278 285.228095735503 178.719965927024 0.01 253
"92" 48.7920186355641 59.1758020948181 60.5049299100159 500 458.457372486296 0.01 255
"93" 79.706605844342 100 23.3569009746575 134.75584544293 114.896370684164 0.01 263
"94" 73.543840056063 100 20.9489368132303 46.6741610828937 356.410766284475 0.01 269
"95" 49.7138113808423 90.1556640120211 26.7472189056507 500 495.982657204304 0.01 271
"96" 61.8513516186827 74.7052852984923 17.2578177098263 450.70127657506 500 0.01 272
"97" 54.4129558858073 67.9117385440798 29.0240088417745 500 500 0.01 274
"98" 54.3513231380755 55.2478136350314 42.5326716326342 500 254.736261524744 0.01 285
"99" 59.4421345192561 100 28.7859228984781 269.893648870704 461.58633503117 0.01 287
"100" 79.0317193879399 100 15.3197601337948 153.240536561024 275.042952492116 0.01 288
"101" 61.1709612192778 100 37.9647236737883 22.5045654426965 203.469058537811 0.01 291
"102" 60.3700817372616 100 16.6287539943277 461.643999555674 330.525107947853 0.01 292
"103" 50.5352757558952 100 19.9625616219763 182.458764255895 378.126395554639 0.01 297
"104" 69.2952553479201 100 17.3328057131547 86.5268902710174 267.364531795388 0.01 307
"105" 55.2659476795686 36.2974393237317 41.848363515373 500 482.057776412972 0.01 308
"106" 65.5941512566413 72.4470326967782 25.6482955235267 113.380611961684 500 0.01 315
"107" 48.3090139984751 38.5275142646217 24.4391921492201 500 500 0.01 320
"108" 83.7324550780473 100 20.9702629523358 98.4589580047865 153.76654607222 0.01 322
"109" 82.4468774774295 100 14.3543908243398 41.7179801600591 315.349440066802 0.01 323
"110" 77.0215724502248 100 8.35914780843617 45.3365109664852 498.476772761194 0.01 324
"111" 59.6622756683109 100 22.7355612202934 257.044243324502 395.816936869771 0.01 329
