sID,trial_number,trial_number_run,run,estimate1,confidence_rating,estimate2,estimate_peer,confidence_peer,estimate1_rt,confidence_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed
27,11,11,prac,88,3,88,70,2,6.59610151999982,3.3177339199999096,4.52578621999987,0.875,0.8666666666666667,45,0,1.9,9 9 9 9 9,8 8 9 9 5,1 1 0 0 4
27,12,12,prac,98,3,100,97,3,9.99547051999957,1.801743720000104,3.66529992000051,1,1,45,1,1.5,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
27,13,13,prac,12,3,20,29,3,3.41372701999967,1.4197499199999584,6.03000341999996,0.125,0.13333333333333333,45,0,1.7,9 9 9 9 9,1 1 1 3 0,8 8 8 6 9
27,14,14,prac,20,1,10,3,2,12.9121008200002,1.6848919199997,5.06044231999954,0.125,0.2,5,0,1.7,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0
27,15,15,prac,60,2,65,75,1,3.07861851999951,1.553140419999636,6.43020692000027,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,8 3 5 6 6,1 6 4 3 3
28,1,1,prac,40,3,40,57,1,11.245523089999779,6.269712389999313,7.589753939999355,0.625,0.6,5,0,1.6,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1
28,2,2,prac,55,NA,0,83,3,[],NA,[],0.125,0.2,5,0,1.8,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1
28,3,3,prac,50,3,56,65,3,7.512274389999675,2.9536122900003647,11.091419040000346,0.625,0.6222222222222222,45,0,1.8,9 9 9 9 9,7 5 6 4 6,2 4 3 5 3
28,4,4,prac,42,2,40,40,3,13.3283890900002,4.220313290000377,5.325550339999609,0.5,0.4,5,1,1.9,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1
28,5,5,prac,55,3,59,72,2,10.145149589999619,5.735374589999992,7.130992339999466,0.625,0.6,5,0,1.5,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0
28,6,6,prac,100,3,100,98,3,3.2452407900000253,2.2522794900005465,8.46418623999989,1,1,45,1,1.7,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
28,7,7,prac,58,3,65,75,3,7.128492689999348,3.0032553899995946,7.9821289399992565,0.625,0.6,5,0,1.8,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0
28,8,8,prac,50,2,50,65,1,6.729933690000053,3.052151689999846,8.332082039999932,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,5 7 5 7 4,4 2 4 2 5
28,9,9,prac,50,2,54,65,2,4.730262490000314,3.6684891899999457,5.3307895399998415,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,8 6 7 5 2,1 3 2 4 7
28,10,10,prac,35,2,37,50,2,9.346299490000547,2.6518742900002508,7.198334439999144,0.375,0.37777777777777777,45,0,1.6,9 9 9 9 9,3 5 5 3 1,6 4 4 6 8
28,11,11,prac,85,2,85,68,1,17.412691389999964,2.2029222899996057,6.9969167399999606,0.875,0.8666666666666667,45,0,1.8,9 9 9 9 9,7 7 9 8 8,2 2 0 1 1
28,12,12,prac,85,3,89,99,2,7.745042889999695,4.43665368999973,9.396928639999715,0.875,0.8,5,0,1.6,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
28,13,13,prac,19,2,5,3,3,7.01296868999998,4.818556889999854,8.851891850000356,0.125,0.13333333333333333,45,0,1.9,9 9 9 9 9,1 2 1 1 1,8 7 8 8 8
28,14,14,prac,80,3,80,80,3,9.795822090000001,2.653880090000257,4.195630839999922,0.875,0.8,5,1,1.9,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0
28,15,15,prac,40,3,40,25,1,9.579058589999931,2.6858330899995053,3.279308140000012,0.375,0.4,5,0,1.8,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0
29,1,1,prac,40,2,35,23,2,6.245736200000465,1.6524651999989146,8.519128500000079,0.375,0.37777777777777777,45,0,1.9,9 9 9 9 9,2 3 5 3 4,7 6 4 6 5
29,2,2,prac,80,3,80,95,3,10.696459100000538,1.5521920000001046,3.8535938000004535,0.875,0.8,5,0,1.9,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0
29,3,3,prac,60,2,65,76,3,4.946392700000615,2.270725599999423,9.959978699999738,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,6 6 4 6 6,3 3 5 3 3
29,4,4,prac,100,3,100,99,3,3.2136071999993874,1.5358803999988595,8.753744800000277,1,1,45,1,1.6,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
29,5,5,prac,20,2,10,2,3,16.06236119999903,2.4034357000000455,2.9918979000003674,0.125,0.2,5,0,1.9,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1
29,6,6,prac,15,2,15,1,1,14.228526099998817,1.6023125000001528,2.987357100000736,0.125,0.13333333333333333,45,0,1.9,9 9 9 9 9,3 0 1 1 1,6 9 8 8 8
29,7,7,prac,50,3,55,67,1,3.3297198000009303,1.4204086999998253,5.419612900000175,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,3 8 6 5 6,6 1 3 4 3
29,8,8,prac,55,2,55,54,2,12.778511599999547,2.535831799999869,3.620900000000802,0.5,0.4,5,1,1.9,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1
29,9,9,prac,80,3,20,30,1,13.728797699998722,2.1538608999990174,5.79263390000051,0.875,0.8,5,1,1.6,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0
29,10,10,prac,27,NA,0,48,1,[],NA,[],0.375,0.4,5,0,1.9,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0
29,11,11,prac,70,2,70,55,2,11.061819099999411,1.8514684000010675,4.116011500000241,0.625,0.6,5,0,1.7,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0
29,12,12,prac,65,3,65,50,2,7.096534900000734,1.7188779999996768,3.6644274999998743,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,5 5 7 6 5,4 4 2 3 4
29,13,13,prac,65,2,65,50,1,8.212804200000392,1.7190219000003708,2.984124999999949,0.625,0.6,5,0,1.9,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1
29,14,14,prac,70,2,60,52,3,3.729267900001105,1.6703438000004098,3.5977704999995694,0.625,0.6,5,0,1.8,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0
29,15,15,prac,10,2,5,26,2,4.162105200000951,1.5690473999993628,2.6987325000000055,0.875,0.8666666666666667,45,0,1.8,9 9 9 9 9,8 6 8 8 9,1 3 1 1 0
30,1,1,prac,20,3,10,2,2,5.980016030000115,3.619039229999771,12.85077565000006,0.125,0.2,5,0,1.6,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1
30,2,2,prac,40,1,40,40,3,14.346798730000046,4.3698506299999735,3.5286575799998445,0.5,0.4,5,1,1.7,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0
30,3,3,prac,15,3,15,1,2,7.730268030000161,1.7202076300000044,10.384166249999907,0.125,0.13333333333333333,45,0,1.7,9 9 9 9 9,1 3 0 2 0,8 6 9 7 9
30,4,4,prac,50,2,50,65,1,4.17908642999987,1.3371567300000606,3.8831064800001514,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,8 4 6 4 6,1 5 3 5 3
30,5,5,prac,60,1,70,75,2,6.697012330000007,1.718494429999737,6.48694004999993,0.625,0.6,5,0,1.7,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0
30,6,6,prac,75,3,75,60,2,8.446457730000247,1.369099629999937,3.119457850000117,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,5 5 7 8 3,4 4 2 1 6
30,7,7,prac,60,1,69,75,1,4.063809129999754,2.5531801300001007,9.431540779999978,0.625,0.6,5,0,1.7,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1
30,8,8,prac,90,3,90,72,2,9.362520629999608,1.5873951300000044,6.026762579999968,0.875,0.8666666666666667,45,0,1.6,9 9 9 9 9,8 7 9 6 9,1 2 0 3 0
30,9,9,prac,40,1,25,25,3,5.113317430000052,1.4356873300000643,10.186683349999612,0.375,0.4,5,0,1.6,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1
30,10,10,prac,79,NA,0,85,3,[],NA,[],0.625,0.6222222222222222,45,0,2,9 9 9 9 9,5 7 4 7 5,4 2 5 2 4
30,11,11,prac,80,1,80,18,1,5.379324530000304,2.1697690300004524,2.9317463799998222,0.875,0.8,5,1,1.9,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0
30,12,12,prac,60,1,68,75,3,2.84711472999993,1.5695034299999406,6.295487679999724,0.625,0.6,5,0,1.8,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0
30,13,13,prac,40,3,40,24,2,4.5622536299999865,1.5856908300002033,3.784159350000209,0.375,0.37777777777777777,45,0,1.7,9 9 9 9 9,4 4 5 1 3,5 5 4 8 6
30,14,14,prac,100,3,99,99,3,2.428960029999871,1.537181830000236,6.516013479999856,1,1,45,1,1.6,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
30,15,15,prac,80,1,90,96,3,3.2125687300001573,1.7369089300002543,3.0499360799994975,0.875,0.8,5,0,1.9,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
32,1,1,prac,34,NA,0,84,3,[],NA,[],0.375,0.4,5,0,1.7,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1
32,2,2,prac,60,3,65,75,3,7.979952010000488,2.402102410000225,18.061909760000617,0.625,0.6,5,0,1.6,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0
32,3,3,prac,17,2,10,1,3,12.495825809999587,3.603108410000459,12.429345459999695,0.125,0.2,5,0,1.7,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1
32,4,4,prac,80,2,75,65,2,9.245298609999736,2.601788110000598,11.829634360000455,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,3 5 5 6 9,6 4 4 3 0
32,5,5,prac,40,2,40,82,1,12.296317909999743,2.0204872099998283,4.363304160000098,0.5,0.4,5,1,2,1 1 1 1 1,0 0 1 0 1,1 1 0 1 0
32,6,6,prac,99,2,98,97,3,9.228465610000057,3.6037400099999104,11.617727249999916,1,1,45,1,1.9,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
32,7,7,prac,80,3,80,80,2,11.229550710000694,2.0697741099993436,4.3914399599993885,0.875,0.8,5,1,1.9,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0
32,8,8,prac,88,2,78,72,3,9.97927000999971,1.7526796099996318,13.749657360000128,0.875,0.8666666666666667,45,0,1.7,9 9 9 9 9,8 7 9 7 8,1 2 0 2 1
32,9,9,prac,42,1,32,24,2,12.71266450999974,2.370289710000179,13.625469559999601,0.375,0.37777777777777777,45,0,1.6,9 9 9 9 9,5 3 2 3 4,4 6 7 6 5
32,10,10,prac,58,2,70,75,3,6.495888909999394,1.7183404100001098,11.252537349999784,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,7 5 7 5 4,2 4 2 4 5
32,11,11,prac,18,2,10,3,3,8.412864609999815,1.7699358100003337,9.585779849999653,0.125,0.13333333333333333,45,0,1.5,9 9 9 9 9,1 0 1 3 1,8 9 8 6 8
32,12,12,prac,40,3,40,55,1,7.078415210000003,1.4365296100004343,6.6978709599993635,0.625,0.6,5,0,2,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1
32,13,13,prac,75,1,73,60,1,16.695763209999768,1.652663009999742,7.43029136000041,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,7 6 4 8 3,2 3 5 1 6
32,14,14,prac,60,3,65,75,2,11.278191809999953,1.48706760999994,4.729922859999533,0.625,0.6,5,0,1.8,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1
32,15,15,prac,80,3,90,95,3,5.51322940999944,1.919833409999228,4.497938959999374,0.875,0.8,5,0,2,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0
33,1,1,prac,37,2,33,20,3,10.4289834299998,2.385663630000181,5.52550598000016,0.375,0.37777777777777777,45,0,1.6,9 9 9 9 9,3 5 5 1 3,6 4 4 8 6
33,2,2,prac,65,1,65,50,1,4.94595982999999,3.037026230000265,4.36454208000009,0.625,0.6,5,0,1.9,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0
33,3,3,prac,67,1,65,51,2,11.41214453,1.620566030000191,5.35747018000029,0.625,0.6,5,0,1.8,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1
33,4,4,prac,70,2,68,54,2,3.36245672999985,1.585742929999924,6.92905898000026,0.625,0.6222222222222222,45,0,1.5,9 9 9 9 9,6 5 6 5 6,3 4 3 4 3
33,5,5,prac,29,1,40,80,1,9.66164693000064,1.6041993300000286,10.6923197800002,0.5,0.4,5,1,1.9,1 1 1 1 1,0 0 1 0 1,1 1 0 1 0
33,6,6,prac,80,2,85,95,1,5.37914893000016,1.4190597300002992,5.51680658000032,0.875,0.8666666666666667,45,0,1.6,9 9 9 9 9,9 6 8 8 8,0 3 1 1 1
33,7,7,prac,79,2,79,80,3,4.87937942999997,3.087166729999808,4.49624607999976,0.875,0.8,5,1,1.6,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0
33,8,8,prac,95,3,95,95,3,3.47989692999954,1.636274030000095,3.16374128000052,1,1,45,1,1.5,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
33,9,9,prac,78,2,81,93,1,5.02888102999987,1.602263530000073,4.82980328000031,0.875,0.8,5,0,1.8,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0
33,10,10,prac,15,2,15,1,2,5.69656513000018,1.720518229999925,3.76425658000016,0.125,0.13333333333333333,45,0,1.7,9 9 9 9 9,0 2 0 3 1,9 7 9 6 8
33,11,11,prac,60,2,67,75,3,5.48040493000008,1.6040139299998373,4.0969425799999,0.625,0.6,5,0,1.7,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0
33,12,12,prac,15,2,15,1,2,2.97975813000039,1.735559530000046,3.76342568000018,0.125,0.2,5,0,2,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0
33,13,13,prac,65,3,62,50,3,4.34705692999933,1.4365701299998364,6.03042068000013,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,5 5 5 6 7,4 4 4 3 2
33,14,14,prac,23,2,30,40,2,6.41279103000034,1.3865519300002234,5.69856978000007,0.375,0.4,5,0,1.5,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1
33,15,15,prac,61,3,61,76,1,3.99533543000007,3.0027968300000794,3.89778377999983,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,5 7 4 7 5,4 2 5 2 4
34,1,1,prac,39,2,49,55,3,5.66354684999988,2.784128950000195,3.46284990000095,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,7 6 6 4 5,2 3 3 5 4
34,2,2,prac,42,2,34,25,2,5.36259985000106,1.9526337499992223,2.53010710000126,0.375,0.37777777777777777,45,0,1.7,9 9 9 9 9,1 4 4 4 4,8 5 5 5 5
34,3,3,prac,9,3,10,25,2,4.37949084999946,2.086183450000135,2.59356060000027,0.125,0.13333333333333333,45,0,2,9 9 9 9 9,0 0 3 3 0,9 9 6 6 9
34,4,4,prac,20,3,15,4,1,4.68038514999989,2.5366510499998185,2.16205329999957,0.125,0.2,5,0,1.6,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1
34,5,5,prac,70,2,60,55,2,6.67882064999958,1.3025103500012847,3.42854660000103,0.625,0.6,5,0,1.9,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1
34,6,6,prac,60,1,73,75,3,5.63038655000037,1.635550649999459,4.13023380000141,0.625,0.6,5,0,1.7,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0
34,7,7,prac,40,2,30,24,3,5.76202064999961,1.8022014500002115,3.09748880000097,0.375,0.4,5,0,1.5,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1
34,8,8,prac,70,2,60,9,1,2.61381255000015,2.569882749999124,4.46355230000154,0.875,0.8,5,1,1.8,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
34,9,9,prac,80,3,80,64,1,5.44519854999908,2.3348865500011016,5.36213510000107,0.625,0.6222222222222222,45,0,2,9 9 9 9 9,6 6 6 7 3,3 3 3 2 6
34,10,10,prac,60,1,69,75,2,2.42896564999955,1.5519544499993572,3.03144599999905,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,4 7 7 5 5,5 2 2 4 4
34,11,11,prac,92,3,90,75,3,3.06232024999917,1.9519925499998863,3.46050130000003,0.875,0.8666666666666667,45,0,1.7,9 9 9 9 9,9 8 9 6 7,0 1 0 3 2
34,12,12,prac,30,2,30,28,1,4.99651214999994,1.553417150000314,2.93023980000089,0.5,0.4,5,1,1.9,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1
34,13,13,prac,75,1,79,93,1,5.72837764999986,1.8849897500003863,3.83057509999981,0.875,0.8,5,0,2,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0
34,14,14,prac,100,3,100,98,3,3.01331445000051,1.7362216499996066,2.35938189999979,1,1,45,1,1.7,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
34,15,15,prac,65,2,58,50,1,5.74555235000025,1.585087850000491,3.49660399999993,0.625,0.6,5,0,1.6,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0
36,1,1,prac,75,2,70,30,1,10.7120462600001,1.619794459999639,9.725077260000035,0.875,0.8,5,1,1.9,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0
36,2,2,prac,60,2,63,76,2,7.06362485999989,3.303590960000065,3.5933601599999747,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,4 6 5 6 7,5 3 4 3 2
36,3,3,prac,55,2,55,72,3,5.51373746000013,1.5193415600001572,3.7289947599999778,0.625,0.6,5,0,1.7,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0
36,4,4,prac,90,2,87,75,2,8.36309446000018,10.28622815999961,8.624841959999912,0.125,0.13333333333333333,45,0,1.8,9 9 9 9 9,1 1 0 3 1,8 8 9 6 8
36,5,5,prac,58,2,58,75,2,17.7800057600002,1.503700059999801,3.8294894600001044,0.625,0.6,5,0,1.9,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0
36,6,6,prac,40,2,40,42,2,8.52966405999996,1.2202419599998393,6.062990160000027,0.5,0.4,5,1,1.5,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1
36,7,7,prac,98,3,98,98,3,7.31191576000015,1.4189744600000722,2.7960315599998466,1,1,45,1,2,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
36,8,8,prac,30,3,35,46,3,14.4621241600003,2.0861386599999605,5.956593559999874,0.375,0.37777777777777777,45,0,1.5,9 9 9 9 9,3 3 3 3 5,6 6 6 6 4
36,9,9,prac,37,2,42,52,1,12.3118150600001,1.40308175999985,[],0.375,0.4,5,0,2,1 1 1 1 1,1 1 0 0 0,0 0 1 1 1
36,10,10,prac,78,3,75,60,3,4.76240796000002,3.3181638599999133,5.050011559999803,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,7 7 3 4 7,2 2 6 5 2
36,11,11,prac,20,2,20,5,2,9.37852385999986,3.1019066599999405,3.8911339599999337,0.125,0.2,5,0,2,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1
36,12,12,prac,92,2,92,77,1,10.7802434599998,2.0522577599997476,3.931625160000067,0.875,0.8666666666666667,45,0,1.9,9 9 9 9 9,9 8 8 6 8,0 1 1 3 1
36,13,13,prac,86,3,86,70,1,9.88004565999972,1.419231659999923,4.4955638599999475,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,3 6 7 7 5,6 3 2 2 4
36,14,14,prac,80,2,80,98,3,7.54606506000005,3.152728460000162,4.38260146000016,0.875,0.8,5,0,2,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
36,15,15,prac,60,2,60,75,1,8.26180655999974,1.2198739600000863,3.364458859999786,0.625,0.6,5,0,1.6,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1
37,1,1,prac,90,2,90,73,2,8.86224277999963,1.9360114799997064,6.49431908000042,0.875,0.8666666666666667,45,0,1.6,9 9 9 9 9,8 9 7 7 8,1 0 2 2 1
37,2,2,prac,47,2,42,29,3,6.79557398000043,3.5362918799996805,8.41950869999982,0.375,0.37777777777777777,45,0,1.6,9 9 9 9 9,2 5 2 3 5,7 4 7 6 4
37,3,3,prac,59,2,62,75,2,5.74610067999947,1.8865573800003403,5.2846684000001,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,4 7 6 4 7,5 2 3 5 2
37,4,4,prac,62,1,70,77,3,5.8951130800001,1.8035240799995336,5.46525478000012,0.625,0.6222222222222222,45,0,1.9,9 9 9 9 9,7 6 7 3 5,2 3 2 6 4
37,5,5,prac,81,1,81,97,1,15.5119583800001,2.3524532800006455,9.12612947999969,0.875,0.8,5,0,1.9,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
37,6,6,prac,80,1,80,80,1,11.2123139800005,2.702529179999601,5.78465920000008,0.875,0.8,5,1,2,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0
37,7,7,prac,99,3,99,97,3,8.14543758000082,1.503727980000349,3.55406069999981,1,1,45,1,1.8,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
37,8,8,prac,20,1,20,2,1,8.67864947999988,2.08655318000001,3.78645559999995,0.125,0.2,5,0,1.9,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0
37,9,9,prac,40,1,58,56,3,16.2119791800001,2.451910279999993,7.56337087999964,0.625,0.6,5,0,1.5,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1
37,10,10,prac,40,1,34,22,2,6.89667647999977,2.0865786800000024,4.01780700000018,0.375,0.4,5,0,1.7,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0
37,11,11,prac,40,1,48,82,1,8.17902058000027,2.6182705799997166,11.0827269800002,0.5,0.4,5,1,1.6,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1
37,12,12,prac,60,1,65,76,1,3.66384408000022,1.2520614800005205,4.52056440000024,0.625,0.6,5,0,1.7,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0
37,13,13,prac,53,2,53,70,1,5.21260458000052,1.285730180000428,4.31916640000054,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,6 4 8 6 4,3 5 1 3 5
37,14,14,prac,15,2,15,1,1,3.19541438000078,1.1703565800003162,7.05416590000004,0.125,0.13333333333333333,45,0,1.6,9 9 9 9 9,2 2 0 0 2,7 7 9 9 7
37,15,15,prac,60,1,68,76,2,7.04514177999999,2.8522519800003465,3.65030407999984,0.625,0.6,5,0,1.9,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1
39,1,1,prac,80,2,84,97,2,14.425674179999987,3.5956650399999717,6.948168979999878,0.875,0.8,5,0,1.9,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0
39,2,2,prac,60,NA,0,85,3,[],NA,[],0.625,0.6,5,0,1.8,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0
39,3,3,prac,40,2,40,39,1,16.548139080000055,11.867342139999892,3.93338907999987,0.875,0.8,5,1,1.6,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0
39,4,4,prac,21,2,19,5,1,12.647577280000178,1.9242574400000194,7.413016380000045,0.125,0.13333333333333333,45,0,1.6,9 9 9 9 9,1 1 2 2 0,8 8 7 7 9
39,5,5,prac,40,2,50,82,1,8.467118880000044,2.355267740000045,9.314940179999667,0.5,0.4,5,1,1.6,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1
39,6,6,prac,55,2,60,73,1,10.939036980000083,2.2824023399998623,5.508541879999939,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,9 7 7 3 2,0 2 2 6 7
39,7,7,prac,36,3,41,51,2,4.224355780000224,1.9302305400001387,6.198162679999768,0.375,0.37777777777777777,45,0,1.9,9 9 9 9 9,5 3 3 3 3,4 6 6 6 6
39,8,8,prac,100,3,99,98,3,4.457704779999858,2.689201640000192,5.002312079999911,1,1,45,1,1.7,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
39,9,9,prac,20,2,19,5,1,4.254808079999975,1.7481353400000899,2.918321879999894,0.125,0.2,5,0,1.6,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1
39,10,10,prac,56,1,67,71,3,3.409642280000071,1.505922640000108,6.870788879999964,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,7 4 5 6 6,2 5 4 3 3
39,11,11,prac,56,1,64,71,2,11.73080468000012,2.916022240000302,6.774333479999996,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,5 8 5 7 3,4 1 4 2 6
39,12,12,prac,40,2,29,23,3,4.229829080000172,1.6740878400000838,4.234663879999971,0.375,0.4,5,0,1.9,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1
39,13,13,prac,81,2,89,97,2,3.6406245800001216,2.09635703999993,5.500995880000119,0.875,0.8666666666666667,45,0,1.7,9 9 9 9 9,6 8 7 9 9,3 1 2 0 0
39,14,14,prac,60,2,62,75,1,8.018643480000264,1.5663626400000794,2.254695879999872,0.625,0.6,5,0,1.9,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1
39,15,15,prac,60,2,66,78,2,4.6990561800000705,1.2053358400000889,4.02698549999991,0.625,0.6,5,0,1.7,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1
40,1,1,prac,31,NA,0,85,3,[],NA,[],0.625,0.6,5,0,1.9,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0
40,2,2,prac,40,2,55,58,2,5.895733719999953,2.535437720000118,6.360992419999548,0.625,0.6,5,0,1.9,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1
40,3,3,prac,60,1,65,75,1,7.745017619999999,1.6199243199998818,7.095603320000009,0.625,0.6,5,0,1.7,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0
40,4,4,prac,95,3,94,93,3,7.279756720000023,1.7358970199998112,5.6638283199995385,1,1,45,1,1.7,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0
40,5,5,prac,39,1,70,80,1,9.29605582000022,2.00230651999982,6.095452020000266,0.5,0.4,5,1,1.7,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1
40,6,6,prac,38,1,45,55,1,10.894905820000076,2.386716019999767,4.624464619999799,0.375,0.4,5,0,1.9,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1
40,7,7,prac,10,2,11,25,2,8.180119219999597,1.4189883200001532,6.530044519999592,0.125,0.13333333333333333,45,0,1.6,9 9 9 9 9,0 1 1 2 2,9 8 8 7 7
40,8,8,prac,60,2,65,75,2,7.629767720000018,2.636036620000141,6.598603120000462,0.625,0.6222222222222222,45,0,1.5,9 9 9 9 9,4 5 4 8 7,5 4 5 1 2
40,9,9,prac,55,2,56,72,1,6.961723719999554,1.4022758199994314,6.365115820000028,0.625,0.6222222222222222,45,0,1.7,9 9 9 9 9,6 4 5 6 7,3 5 4 3 2
40,10,10,prac,60,2,70,75,3,5.745503519999602,1.65285601999949,5.762825420000354,0.625,0.6222222222222222,45,0,1.6,9 9 9 9 9,5 7 6 5 5,4 2 3 4 4
40,11,11,prac,25,1,16,9,2,7.311892919999991,3.4012449199999537,11.897387620000245,0.125,0.2,5,0,1.5,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0
40,12,12,prac,75,1,76,77,1,7.61257341999999,1.852992919999906,5.417642800000067,0.875,0.8,5,1,1.8,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1
40,13,13,prac,35,2,40,50,1,5.279774019999877,2.285798519999844,4.062484720000157,0.375,0.37777777777777777,45,0,2,9 9 9 9 9,4 4 3 4 2,5 5 6 5 7
