sID,trial_number,trial_number_run,run,estimate1,estimate2,estimate_peer,confidence_peer,estimate1_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed,s,strategy,confidence_rating
37,68,18,3,59,68,74,2,4.19916233999993,3.31015461999959,0.625,0.6,5,0,4.1,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.6,compromise,1
37,69,19,3,80,75,65,3,2.1076157400011652,4.10229301999971,0.75,0.8,5,0,4.1,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.3333333333333333,compromise,1
37,70,20,3,20,29,35,2,4.268102539998836,4.30728132000058,0.25,0.2,5,0,5,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.6,compromise,1
37,71,21,3,40,28,23,3,4.2035133399995175,1.89994011999988,0.375,0.4,5,0,5.9,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.7058823529411765,compromise,1
37,72,22,3,20,15,2,1,2.2076617399998213,2.43455812000047,0.125,0.2,5,0,4.2,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.2777777777777778,compromise,1
37,73,23,3,11,11,29,2,1.7549405399995521,2.10963976000039,0.125,0.13333333333333333,45,0,5.4,9 9 9 9 9,2 3 0 0 1,7 6 9 9 8,0,stay,2
37,74,24,3,59,66,74,3,3.927788039999541,3.67453871999896,0.625,0.6222222222222222,45,0,4.3,9 9 9 9 9,6 6 6 4 6,3 3 3 5 3,0.4666666666666667,compromise,2
37,75,25,3,80,72,63,1,2.7075650400001905,2.2000581200009,0.75,0.8,5,0,4.8,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.47058823529411764,compromise,1
39,1,1,1,21,25,39,1,6.740928200000781,9.1221960999992,0.25,0.24444444444444444,45,0,4.5,9 9 9 9 9,2 3 0 3 3,7 6 9 6 6,0.2222222222222222,compromise,2
39,2,2,1,20,23,35,1,3.4533035999993444,11.8709777000004,0.25,0.2,5,0,5.4,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.2,compromise,2
39,3,3,1,20,31,35,3,4.694495099998676,10.2418036999989,0.25,0.2,5,0,5.7,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.7333333333333333,compromise,2
39,4,4,1,20,6,2,3,2.524327799997991,13.662037600001,0.125,0.2,5,0,4.6,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.7777777777777778,compromise,2
39,5,5,1,91,86,73,1,8.496645200000785,8.84186380000028,0.75,0.7555555555555555,45,0,5.8,9 9 9 9 9,7 8 6 5 8,2 1 3 4 1,0.2777777777777778,compromise,2
39,6,6,1,23,23,21,1,5.416003699998328,3.32336230000146,0.25,0.24444444444444444,45,1,5.6,9 9 9 9 9,3 2 2 1 3,6 7 7 8 6,-0,stay,2
39,7,7,1,20,17,5,1,1.6938059000003705,5.76295240000218,0.125,0.2,5,0,5.5,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.2,compromise,2
39,8,8,1,72,79,87,2,7.020406699997693,8.8821695000006,0.75,0.7555555555555555,45,0,4,9 9 9 9 9,7 7 7 6 7,2 2 2 3 2,0.4666666666666667,compromise,2
39,9,9,1,0,1,2,3,3.607808400000067,1.06607930000064,0,0,45,1,4.6,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,0.5,compromise,2
39,10,10,1,6,13,21,2,3.7075848000004044,3.6711441999978,0.125,0.13333333333333333,45,0,5.9,9 9 9 9 9,1 2 1 0 2,8 7 8 9 7,0.4666666666666667,compromise,2
39,11,11,1,42,30,24,3,4.657570000001215,10.4527734999992,0.375,0.37777777777777777,45,0,4.2,9 9 9 9 9,3 3 4 6 1,6 6 5 3 8,0.6666666666666666,compromise,2
39,12,12,1,40,33,25,2,6.240888299998915,6.20990810000148,0.375,0.4,5,0,5.6,1 1 1 1 1,0 0 1 0 1,1 1 0 1 0,0.4666666666666667,compromise,2
39,13,13,1,56,60,72,1,8.049248799998168,2.60108460000083,0.625,0.6222222222222222,45,0,5,9 9 9 9 9,5 5 8 4 6,4 4 1 5 3,0.25,compromise,2
39,14,14,1,20,12,4,2,5.899370500001169,2.66433610000058,0.125,0.2,5,0,5.1,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.5,compromise,2
39,15,15,1,80,77,65,1,4.839577299999291,5.41726459999882,0.75,0.8,5,0,4.9,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.2,compromise,2
39,16,16,1,100,99,98,3,2.120172299999467,2.29276440000103,1,1,5,1,4.4,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,0.5,compromise,2
39,17,17,1,33,36,50,1,6.490762200000972,5.14677529999972,0.375,0.37777777777777777,45,0,4.9,9 9 9 9 9,3 3 3 3 5,6 6 6 6 4,0.17647058823529413,compromise,2
39,18,18,1,80,72,63,2,3.6743026999974973,2.8095211000018,0.75,0.8,5,0,4.7,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.47058823529411764,compromise,2
39,19,19,1,78,66,60,3,5.361917400001403,10.8270291999997,0.75,0.7555555555555555,45,0,4.6,9 9 9 9 9,8 6 6 6 8,1 3 3 3 1,0.6666666666666666,compromise,2
39,20,20,1,60,49,44,3,6.4202407999982825,8.15998810000019,0.375,0.4,5,0,5.8,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1,0.6875,compromise,2
39,21,21,1,21,33,38,3,6.903209699999934,3.2495493999977,0.25,0.24444444444444444,45,0,5.1,9 9 9 9 9,3 2 3 3 0,6 7 6 6 9,0.7058823529411765,compromise,2
39,22,22,1,17,21,32,1,5.282490100000359,2.97019870000076,0.25,0.24444444444444444,45,0,5.8,9 9 9 9 9,2 3 3 2 1,7 6 6 7 8,0.26666666666666666,compromise,2
39,23,23,1,9,47,80,3,6.632626599999639,21.6824696999993,0.125,0.13333333333333333,45,1,5.5,9 9 9 9 9,1 2 1 0 2,8 7 8 9 7,0.5352112676056338,compromise,2
39,24,24,1,20,10,5,3,5.903677199999947,5.04122019999886,0.125,0.2,5,0,5.3,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,2
39,25,25,1,46,46,45,2,4.340727599999809,2.56721029999972,0.5,0.4888888888888889,45,1,5.9,9 9 9 9 9,5 4 4 4 5,4 5 5 5 4,-0,stay,2
39,26,1,2,40,66,85,2,4.678445650000867,4.13826379999955,0.375,0.4,5,1,4.6,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1,0.5777777777777777,compromise,2
39,27,2,2,80,73,65,2,4.9326451500019175,3.61227114999929,0.75,0.8,5,0,4.1,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.4666666666666667,compromise,2
39,28,3,2,20,12,3,2,6.3579035500006285,3.97050814999966,0.125,0.2,5,0,5,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.47058823529411764,compromise,2
39,29,4,2,40,32,24,2,4.56047755000327,2.39014514999872,0.375,0.4,5,0,5.6,1 1 1 1 1,0 0 1 0 1,1 1 0 1 0,0.5,compromise,2
39,30,5,2,60,73,78,3,8.891124750001836,4.91997860000083,0.625,0.6,5,0,5.3,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.7222222222222222,compromise,2
39,31,6,2,11,15,26,1,4.307707850000952,1.81263675000082,0.125,0.13333333333333333,45,0,4.8,9 9 9 9 9,1 2 0 0 3,8 7 9 9 6,0.26666666666666666,compromise,2
39,32,7,2,11,19,26,2,3.6408495500018034,2.16400255000008,0.125,0.13333333333333333,45,0,4.5,9 9 9 9 9,1 1 1 2 1,8 8 8 7 8,0.5333333333333333,compromise,2
39,33,8,2,34,25,16,2,6.061816550000003,3.57719365000048,0.25,0.24444444444444444,45,0,4.4,9 9 9 9 9,3 1 3 0 4,6 8 6 9 5,0.5,compromise,2
39,34,9,2,33,36,50,1,3.170312449999983,3.64127699999881,0.375,0.37777777777777777,45,0,4.7,9 9 9 9 9,5 3 3 4 2,4 6 6 5 7,0.17647058823529413,compromise,2
39,35,10,2,40,29,25,3,4.632710350000707,6.40027190000001,0.375,0.4,5,0,4,1 1 1 1 1,1 0 1 0 0,0 1 0 1 1,0.7333333333333333,compromise,2
39,36,11,2,35,46,50,3,4.06618945000082,2.06187040000077,0.375,0.37777777777777777,45,0,5.3,9 9 9 9 9,3 3 4 4 3,6 6 5 5 6,0.7333333333333333,compromise,2
39,37,12,2,11,15,29,1,3.0494403500015324,6.62895664999996,0.125,0.13333333333333333,45,0,4.6,9 9 9 9 9,1 0 1 2 2,8 9 8 7 7,0.2222222222222222,compromise,2
39,38,13,2,60,60,60,1,3.9446672500016575,4.34665115000098,0.625,0.6,5,1,4.4,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0,NA,NA,2
39,39,14,2,20,17,3,1,2.3197164500015788,4.55963614999928,0.125,0.2,5,0,4.9,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.17647058823529413,compromise,2
39,40,15,2,70,82,85,3,2.5535973500027467,3.24269200000163,0.75,0.7555555555555555,45,0,4,9 9 9 9 9,8 6 5 8 7,1 3 4 1 2,0.8,compromise,2
39,41,16,2,58,59,60,1,4.133690850001585,5.66788140000062,0.625,0.6222222222222222,45,1,5.2,9 9 9 9 9,5 4 5 9 5,4 5 4 0 4,0.5,compromise,2
39,42,17,2,44,37,29,2,3.7825955500011332,2.4375938000012,0.375,0.37777777777777777,45,0,5.5,9 9 9 9 9,5 5 4 1 2,4 4 5 8 7,0.4666666666666667,compromise,2
39,43,18,2,40,37,24,1,4.374389049999081,4.22071784999935,0.375,0.4,5,0,5.6,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1,0.1875,compromise,2
39,44,19,2,61,74,78,3,5.024397750001299,4.45344994999869,0.625,0.6222222222222222,45,0,4.5,9 9 9 9 9,5 5 5 7 6,4 4 4 2 3,0.7647058823529411,compromise,2
39,45,20,2,13,24,29,3,5.332673450000584,3.36075514999902,0.125,0.13333333333333333,45,0,4.8,9 9 9 9 9,2 2 1 1 0,7 7 8 8 9,0.6875,compromise,2
39,46,21,2,18,26,33,2,2.278314749999481,1.94015260000015,0.25,0.24444444444444444,45,0,4.8,9 9 9 9 9,2 1 2 3 3,7 8 7 6 6,0.5333333333333333,compromise,2
39,47,22,2,29,17,11,3,3.7910013500004425,4.23750414999813,0.25,0.24444444444444444,45,0,4.4,9 9 9 9 9,3 2 3 3 0,6 7 6 6 9,0.6666666666666666,compromise,2
39,48,23,2,57,61,73,1,3.3327004500006296,3.21287804999884,0.625,0.6222222222222222,45,0,4.3,9 9 9 9 9,6 5 6 5 6,3 4 3 4 3,0.25,compromise,2
39,49,24,2,20,20,20,3,2.771677949998775,2.04509544999928,0.125,0.2,5,1,5.2,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,NA,NA,2
39,50,25,2,80,70,65,3,4.475905950001106,3.59402260000024,0.75,0.8,5,0,5.8,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.6666666666666666,compromise,2
39,51,1,3,16,6,1,3,4.091045129998747,2.26622919999863,0.125,0.13333333333333333,45,0,4.2,9 9 9 9 9,2 1 2 1 0,7 8 7 8 9,0.6666666666666666,compromise,2
39,52,2,3,20,32,38,3,6.574449130001085,3.93912571000146,0.25,0.2,5,0,5.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,2
39,53,3,3,63,55,46,2,6.891130129997691,3.20382511000025,0.625,0.6222222222222222,45,0,4.2,9 9 9 9 9,4 6 8 5 5,5 3 1 4 4,0.47058823529411764,compromise,2
39,54,4,3,20,27,62,1,5.399462629999107,3.48047941000004,0.25,0.2,5,1,5.4,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.16666666666666666,compromise,2
39,55,5,3,75,68,60,2,4.250615830002062,3.46134540999992,0.75,0.7555555555555555,45,0,5.6,9 9 9 9 9,4 8 9 5 8,5 1 0 4 1,0.4666666666666667,compromise,2
39,56,6,3,63,76,80,3,2.3045825299996068,4.54711373999999,0.625,0.6222222222222222,45,0,4.4,9 9 9 9 9,6 6 7 5 4,3 3 2 4 5,0.7647058823529411,compromise,2
39,57,7,3,86,84,69,1,3.957534029999806,4.18783400999928,0.75,0.7555555555555555,45,0,5.1,9 9 9 9 9,7 6 8 7 6,2 3 1 2 3,0.11764705882352941,compromise,2
39,58,8,3,0,1,2,3,1.4465468300004432,1.68959641000038,0,0,5,1,4.9,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,0.5,compromise,2
39,59,9,3,60,63,75,1,2.3868159300000116,3.67847371000062,0.625,0.6,5,0,4.2,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0,0.2,compromise,2
39,60,10,3,68,60,50,2,2.6872142299998814,3.42691764000119,0.625,0.6222222222222222,45,0,4,9 9 9 9 9,5 7 6 3 7,4 2 3 6 2,0.4444444444444444,compromise,2
39,61,11,3,60,73,78,3,3.403431129998353,3.78916680999828,0.625,0.6,5,0,4.1,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.7222222222222222,compromise,2
39,62,12,3,20,24,37,1,5.178583130000334,3.89360021000175,0.25,0.2,5,0,5.4,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.23529411764705882,compromise,2
39,63,13,3,80,70,65,3,2.4241593300012028,6.85187873999894,0.75,0.8,5,0,5.7,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.6666666666666666,compromise,2
39,64,14,3,84,64,37,2,5.361673629999132,4.84399710999969,0.75,0.7555555555555555,45,1,4.6,9 9 9 9 9,7 8 8 7 4,2 1 1 2 5,0.425531914893617,compromise,2
39,65,15,3,60,68,75,2,3.6493387299979076,5.52180731000044,0.625,0.6,5,0,5.3,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0,0.5333333333333333,compromise,2
39,66,16,3,100,99,98,3,2.4714166299982026,2.60630474000027,1,1,45,1,5.4,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,0.5,compromise,2
39,67,17,3,60,68,75,2,4.225803430001179,4.46408821000114,0.625,0.6,5,0,5.8,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.5333333333333333,compromise,2
39,68,18,3,44,43,42,2,3.459372630000871,3.55993751000096,0.375,0.37777777777777777,45,1,5.5,9 9 9 9 9,3 4 5 2 3,6 5 4 7 6,0.5,compromise,2
39,69,19,3,20,28,35,2,2.7574523299990688,2.23569724000117,0.25,0.2,5,0,5.2,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.5333333333333333,compromise,2
39,70,20,3,60,64,75,1,4.614858130000357,4.15725833999932,0.625,0.6,5,0,5.3,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0,0.26666666666666666,compromise,2
39,71,21,3,80,77,65,1,3.5573054299984506,3.08081780999964,0.75,0.8,5,0,4.8,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.2,compromise,2
39,72,22,3,42,35,27,2,2.7869723299972975,2.15665423999963,0.375,0.37777777777777777,45,0,4.4,9 9 9 9 9,5 4 2 3 3,4 5 7 6 6,0.4666666666666667,compromise,2
39,73,23,3,80,51,20,2,3.7826501300005475,3.91890263999994,0.75,0.8,5,1,5.1,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.48333333333333334,compromise,2
39,74,24,3,40,35,22,1,6.7852146299992455,2.51291801000116,0.375,0.4,5,0,4.4,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.2777777777777778,compromise,2
39,75,25,3,20,28,35,2,8.50394132999827,2.64247701000022,0.25,0.2,5,0,4.5,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.5333333333333333,compromise,2
40,1,1,1,76,75,74,2,4.661715879999974,4.40823690000025,0.75,0.8,5,1,5.7,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.5,compromise,1.1428571428571428
40,2,2,1,75,64,60,3,4.335992580000493,4.29763624000043,0.75,0.8,5,0,5.9,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.7333333333333333,compromise,1.1428571428571428
40,3,3,1,5,6,7,3,3.6113756799995826,2.19072784000036,0.125,0.13333333333333333,45,1,4,9 9 9 9 9,0 4 0 1 1,9 5 9 8 8,0.5,compromise,2.142857142857143
40,4,4,1,10,15,25,1,3.815680180000527,2.52008620000015,0.25,0.24444444444444444,45,0,4.9,9 9 9 9 9,4 3 2 1 1,5 6 7 8 8,0.3333333333333333,compromise,2.142857142857143
40,5,5,1,65,60,50,1,5.061508380000305,5.06388374000016,0.625,0.6222222222222222,45,0,5.4,9 9 9 9 9,5 6 8 3 6,4 3 1 6 3,0.3333333333333333,compromise,2.142857142857143
40,6,6,1,70,78,85,2,2.74904018000052,4.43615771999976,0.75,0.7555555555555555,45,0,5,9 9 9 9 9,6 8 7 6 7,3 1 2 3 2,0.5333333333333333,compromise,2.142857142857143
40,7,7,1,75,83,90,1,3.6241418800000247,4.19556834000105,0.75,0.8,5,0,4,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.5333333333333333,compromise,1.1428571428571428
40,8,8,1,90,84,75,3,6.374071579999509,3.28187214000081,0.75,0.7555555555555555,45,0,5.4,9 9 9 9 9,8 6 6 7 7,1 3 3 2 2,0.4,compromise,2.142857142857143
40,9,9,1,60,65,75,1,5.679708680001568,5.11205023999992,0.625,0.6,5,0,5.8,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0,0.3333333333333333,compromise,1.1428571428571428
40,10,10,1,80,77,65,1,6.406526579999991,4.4476658399999,0.75,0.7555555555555555,45,0,5.2,9 9 9 9 9,7 7 7 8 5,2 2 2 1 4,0.2,compromise,2.142857142857143
40,11,11,1,25,15,10,2,7.444908380000015,2.84725213999991,0.125,0.2,5,0,5.6,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,1.1428571428571428
40,12,12,1,10,18,25,2,5.615702879999844,5.02739364000081,0.125,0.13333333333333333,45,0,5.1,9 9 9 9 9,1 0 1 1 3,8 9 8 8 6,0.5333333333333333,compromise,2.142857142857143
40,13,13,1,35,45,51,1,5.853445480001028,4.56397414000003,0.375,0.37777777777777777,45,0,4.2,9 9 9 9 9,2 2 4 5 4,7 7 5 4 5,0.625,compromise,2.142857142857143
40,14,14,1,75,88,90,3,4.552861780000967,3.64850684000066,0.75,0.8,5,0,5.4,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.8666666666666667,compromise,1.1428571428571428
40,15,15,1,45,43,30,1,4.777963680000539,2.22551223999926,0.375,0.37777777777777777,45,0,4.5,9 9 9 9 9,2 2 3 5 5,7 7 6 4 4,0.13333333333333333,compromise,2.142857142857143
40,16,16,1,1,2,2,3,7.057554780000828,3.86172354000064,0,0,45,1,4.1,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,1,copy,2.142857142857143
40,17,17,1,40,30,25,3,7.759072780000679,3.99088843999925,0.375,0.37777777777777777,45,0,5.7,9 9 9 9 9,3 5 3 3 3,6 4 6 6 6,0.6666666666666666,compromise,2.142857142857143
40,18,18,1,35,45,51,1,6.132251980000547,4.50547994000044,0.375,0.4,5,0,4.9,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.625,compromise,1.1428571428571428
40,19,19,1,32,45,48,3,5.745078280000598,2.96531834000052,0.375,0.4,5,0,4,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0,0.8125,compromise,1.1428571428571428
40,20,20,1,31,31,30,2,5.070243379999738,2.4292823400001,0.375,0.4,5,1,4.5,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1,-0,stay,1.1428571428571428
40,21,21,1,25,30,40,1,5.688237380000828,3.76724624000053,0.25,0.24444444444444444,45,0,5.6,9 9 9 9 9,3 1 3 1 3,6 8 6 8 6,0.3333333333333333,compromise,2.142857142857143
40,22,22,1,65,70,80,2,4.144694880000316,2.54582923999988,0.75,0.7555555555555555,45,0,6,9 9 9 9 9,8 6 5 7 8,1 3 4 2 1,0.3333333333333333,compromise,2.142857142857143
40,23,23,1,65,55,48,3,7.207413380000617,7.64579484000024,0.625,0.6222222222222222,45,0,5.1,9 9 9 9 9,6 5 3 8 6,3 4 6 1 3,0.5882352941176471,compromise,2.142857142857143
40,24,24,1,35,45,50,1,4.536841780000032,5.42286724000041,0.375,0.4,5,0,4.7,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1,0.6666666666666666,compromise,1.1428571428571428
40,25,25,1,65,55,47,2,3.290843880000466,4.77297014000033,0.625,0.6,5,0,5.3,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1,0.5555555555555556,compromise,1.1428571428571428
40,26,1,2,44,40,29,2,7.024560430000747,3.55233970000154,0.375,0.37777777777777777,45,0,5.1,9 9 9 9 9,2 5 4 3 3,7 4 5 6 6,0.26666666666666666,compromise,2.142857142857143
40,27,2,2,25,25,25,3,3.9326984299996184,2.54457261000152,0.125,0.2,5,1,5.3,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,NA,NA,1.1428571428571428
40,28,3,2,40,35,25,3,4.403613330000553,3.10474294000051,0.375,0.37777777777777777,45,0,4.9,9 9 9 9 9,2 3 3 5 4,7 6 6 4 5,0.3333333333333333,compromise,2.142857142857143
40,29,4,2,35,50,53,2,4.77169473000049,3.8461621100023,0.375,0.4,5,0,5.6,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.8333333333333334,compromise,1.1428571428571428
40,30,5,2,100,99,99,3,5.999516830000175,3.9468183099998,1,1,5,1,5.2,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,1,copy,1.1428571428571428
40,31,6,2,30,20,15,3,6.9078069300003335,1.57275030999881,0.25,0.24444444444444444,45,0,4.4,9 9 9 9 9,2 2 2 1 4,7 7 7 8 5,0.6666666666666666,compromise,2.142857142857143
40,32,7,2,25,35,40,1,4.149480029999722,3.76468311000099,0.25,0.2,5,0,4.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,1.1428571428571428
40,33,8,2,41,25,24,3,5.210588729999472,3.33821670999896,0.375,0.4,5,0,5.2,1 1 1 1 1,1 1 0 0 0,0 0 1 1 1,0.9411764705882353,compromise,1.1428571428571428
40,34,9,2,73,85,90,2,2.8447343299994827,2.66390831000172,0.75,0.8,5,0,4,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.7058823529411765,compromise,1.1428571428571428
40,35,10,2,24,40,42,3,5.244898130001275,2.99583361000168,0.25,0.2,5,0,4.5,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.8888888888888888,compromise,1.1428571428571428
40,36,11,2,10,15,25,2,4.274385230000917,1.77893241000038,0.25,0.24444444444444444,45,0,5.9,9 9 9 9 9,5 1 0 1 4,4 8 9 8 5,0.3333333333333333,compromise,2.142857142857143
40,37,12,2,60,59,58,1,2.224211530001412,2.68964910999966,0.625,0.6,5,1,5.9,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0,0.5,compromise,1.1428571428571428
40,38,13,2,25,15,10,2,2.265855229999943,2.08770071000072,0.25,0.2,5,0,5.6,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.6666666666666666,compromise,1.1428571428571428
40,39,14,2,100,99,99,3,3.165752330000032,2.47259520999978,1,1,45,1,5.7,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,1,copy,2.142857142857143
40,40,15,2,23,35,40,3,4.632814430000508,4.19343611000113,0.25,0.24444444444444444,45,0,4.6,9 9 9 9 9,4 4 1 2 0,5 5 8 7 9,0.7058823529411765,compromise,2.142857142857143
40,41,16,2,75,65,57,2,3.056176230001256,3.42886350999925,0.75,0.8,5,0,5.1,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.5555555555555556,compromise,1.1428571428571428
40,42,17,2,24,14,8,2,3.882199529999525,1.74324854000133,0.125,0.2,5,0,5.7,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.625,compromise,1.1428571428571428
40,43,18,2,19,27,37,2,3.378653129999293,5.03391014000044,0.25,0.24444444444444444,45,0,5.6,9 9 9 9 9,3 2 1 2 3,6 7 8 7 6,0.4444444444444444,compromise,2.142857142857143
40,44,19,2,25,10,7,3,4.466175829998974,2.91181941000013,0.25,0.2,5,0,4.7,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.8333333333333334,compromise,1.1428571428571428
40,45,20,2,25,34,40,2,5.613448130001416,2.58722541000134,0.375,0.4,5,0,5.4,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1,0.6,compromise,1.1428571428571428
40,46,21,2,45,35,29,2,5.105061329999444,5.14467021000019,0.375,0.37777777777777777,45,0,5.2,9 9 9 9 9,1 6 5 1 4,8 3 4 8 5,0.625,compromise,2.142857142857143
40,47,22,2,40,40,40,2,1.9621436300003552,2.6810206400005,0.375,0.37777777777777777,45,1,4.7,9 9 9 9 9,1 4 5 4 3,8 5 4 5 6,NA,NA,2.142857142857143
40,48,23,2,70,75,85,1,3.2051079300008496,5.2999309400011,0.75,0.7555555555555555,45,0,5.9,9 9 9 9 9,6 6 8 6 8,3 3 1 3 1,0.3333333333333333,compromise,2.142857142857143
40,49,24,2,10,15,28,2,3.3171217299995988,2.07589721000022,0.125,0.13333333333333333,45,0,4.9,9 9 9 9 9,2 1 1 1 1,7 8 8 8 8,0.2777777777777778,compromise,2.142857142857143
40,50,25,2,15,10,1,3,6.449297130000559,3.82736194000154,0.125,0.13333333333333333,45,0,4.9,9 9 9 9 9,1 0 2 2 1,8 9 7 7 8,0.35714285714285715,compromise,2.142857142857143
40,51,1,3,70,70,70,2,4.3350463399992805,1.77246920000016,0.75,0.7555555555555555,45,1,5.6,9 9 9 9 9,4 6 7 8 9,5 3 2 1 0,NA,NA,2.142857142857143
40,52,2,3,24,50,72,1,5.1657465400003275,5.51264937999986,0.25,0.2,5,1,5.7,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.5416666666666666,compromise,1.1428571428571428
40,53,3,3,65,55,50,3,5.8906964400002835,3.95294311999987,0.625,0.6222222222222222,45,0,4.1,9 9 9 9 9,8 4 4 6 6,1 5 5 3 3,0.6666666666666666,compromise,2.142857142857143
40,54,4,3,60,68,75,1,5.832529039999827,4.41219417999946,0.625,0.6,5,0,4.5,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.5333333333333333,compromise,1.1428571428571428
40,55,5,3,10,16,25,3,3.5489375400002245,2.72824248000052,0.125,0.13333333333333333,45,0,5.3,9 9 9 9 9,0 2 1 1 2,9 7 8 8 7,0.4,compromise,2.142857142857143
40,56,6,3,25,30,40,1,4.449168639999698,1.38063517999944,0.25,0.2,5,0,4.2,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.3333333333333333,compromise,1.1428571428571428
40,57,7,3,25,35,40,2,4.196620040000198,2.87598721999984,0.25,0.2,5,0,5.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.6666666666666666,compromise,1.1428571428571428
40,58,8,3,60,75,76,2,3.0974890400011645,4.28857968000011,0.625,0.6,5,0,4.7,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0,0.9375,compromise,1.1428571428571428
40,59,9,3,60,65,75,1,3.598998040000879,2.83911927999998,0.625,0.6222222222222222,45,0,5.1,9 9 9 9 9,6 4 6 6 6,3 5 3 3 3,0.3333333333333333,compromise,2.142857142857143
40,60,10,3,25,12,10,3,3.08558684000036,3.33098328000051,0.125,0.2,5,0,5.7,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.8666666666666667,compromise,1.1428571428571428
40,61,11,3,47,20,3,2,4.665969140000016,1.61132748,0.5,0.4888888888888889,45,1,4.4,9 9 9 9 9,5 3 5 4 5,4 6 4 5 4,0.6136363636363636,compromise,2.142857142857143
