sID,trial_number,trial_number_run,run,estimate1,estimate2,estimate_peer,confidence_peer,estimate1_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed,s,strategy,confidence_rating
55,72,22,3,65,55,50,2,5.565881939999599,2.41417822000039,0.625,0.6,5,0,4.4,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.6666666666666666,compromise,1
55,73,23,3,70,64,55,2,3.6909731400000965,3.70641202000115,0.625,0.6222222222222222,45,0,4.4,9 9 9 9 9,6 6 7 5 4,3 3 2 4 5,0.4,compromise,2.5714285714285716
55,74,24,3,20,34,38,3,2.7409469400008675,1.91778942000019,0.25,0.2,5,0,5.3,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.7777777777777778,compromise,1
55,75,25,3,80,69,65,3,3.7327009400014504,2.94851582000138,0.75,0.8,5,0,4.3,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.7333333333333333,compromise,1
56,1,1,1,30,51,72,2,8.136760170000343,5.7946242099988,0.375,0.4,5,1,5.9,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.5,compromise,1
56,2,2,1,28,35,43,3,6.599243870000464,3.50225083999976,0.375,0.37777777777777777,45,0,5.7,9 9 9 9 9,5 2 3 3 4,4 7 6 6 5,0.4666666666666667,compromise,2.4285714285714284
56,3,3,1,15,15,30,1,4.915745870000137,4.55419612999958,0.25,0.24444444444444444,45,0,4.1,9 9 9 9 9,3 4 0 0 4,6 5 9 9 5,0,stay,2.4285714285714284
56,4,4,1,57,70,75,3,3.704896070000359,5.44372425999973,0.625,0.6222222222222222,45,0,4.5,9 9 9 9 9,8 3 5 6 6,1 6 4 3 3,0.7222222222222222,compromise,2.4285714285714284
56,5,5,1,80,76,65,1,6.01305936999961,4.45224615999996,0.75,0.8,5,0,5.2,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.26666666666666666,compromise,1
56,6,6,1,77,76,59,1,6.251740070000778,6.08508926000013,0.75,0.7555555555555555,45,0,4.8,9 9 9 9 9,7 7 7 5 8,2 2 2 4 1,0.05555555555555555,compromise,2.4285714285714284
56,7,7,1,66,55,49,2,5.271679770001356,4.08579356000064,0.625,0.6,5,0,5.5,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.6470588235294118,compromise,1
56,8,8,1,83,76,66,3,7.0866400700006125,5.41718696000044,0.75,0.8,5,0,4.2,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.4117647058823529,compromise,1
56,9,9,1,38,39,55,1,4.175817570000618,3.34396785999979,0.375,0.37777777777777777,45,0,4.1,9 9 9 9 9,3 1 4 6 3,6 8 5 3 6,0.058823529411764705,compromise,2.4285714285714284
56,10,10,1,32,32,50,1,2.9242706699997143,3.52693335999993,0.375,0.37777777777777777,45,0,4.7,9 9 9 9 9,3 6 3 2 3,6 3 6 7 6,0,stay,2.4285714285714284
56,11,11,1,84,76,66,3,6.1577246699998796,6.45527925999977,0.75,0.7555555555555555,45,0,4.3,9 9 9 9 9,8 7 7 8 4,1 2 2 1 5,0.4444444444444444,compromise,2.4285714285714284
56,12,12,1,2,2,4,3,3.581274470000608,1.85211685999911,0,0,45,1,5,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,0,stay,2.4285714285714284
56,13,13,1,16,15,1,2,6.674229270000069,4.43710775999989,0.125,0.2,5,0,4.5,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.06666666666666667,compromise,1
56,14,14,1,36,42,53,1,3.4202343700007987,3.04239725999923,0.375,0.4,5,0,5.5,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.35294117647058826,compromise,1
56,15,15,1,39,37,24,1,5.420211269999527,4.85489326000061,0.375,0.4,5,0,4.4,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.13333333333333333,compromise,1
56,16,16,1,89,80,73,3,4.348844870000903,5.35665446000075,0.75,0.8,5,0,5,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.5625,compromise,1
56,17,17,1,79,76,62,2,4.765904470000351,2.13238896000075,0.75,0.7555555555555555,45,0,4.1,9 9 9 9 9,6 6 8 8 6,3 3 1 1 3,0.17647058823529413,compromise,2.4285714285714284
56,18,18,1,82,79,67,2,4.890926970000692,4.54472406000059,0.75,0.7555555555555555,45,0,5.8,9 9 9 9 9,5 8 8 7 6,4 1 1 2 3,0.2,compromise,2.4285714285714284
56,19,19,1,9,8,7,3,3.2950059700006022,3.13027325999974,0.125,0.13333333333333333,45,1,5.3,9 9 9 9 9,2 1 1 0 2,7 8 8 9 7,0.5,compromise,2.4285714285714284
56,20,20,1,56,59,73,1,3.4575326699996367,2.08660966000025,0.625,0.6,5,0,4.3,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0,0.17647058823529413,compromise,1
56,21,21,1,34,33,17,1,4.682626970000456,2.52724465999927,0.25,0.24444444444444444,45,0,4.2,9 9 9 9 9,4 0 1 5 1,5 9 8 4 8,0.058823529411764705,compromise,2.4285714285714284
56,22,22,1,47,36,31,3,3.490938570000253,3.38019736000115,0.375,0.4,5,0,4,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1,0.6875,compromise,1
56,23,23,1,55,59,73,1,3.84910747000049,3.93107586000042,0.625,0.6222222222222222,45,0,4.8,9 9 9 9 9,8 6 4 7 3,1 3 5 2 6,0.2222222222222222,compromise,2.4285714285714284
56,24,24,1,13,15,30,2,4.365812969999752,3.46309785999892,0.125,0.13333333333333333,45,0,5.1,9 9 9 9 9,2 2 2 0 0,7 7 7 9 9,0.11764705882352941,compromise,2.4285714285714284
56,25,25,1,67,67,65,2,5.899345670000912,5.12860096000077,0.75,0.8,5,1,4.3,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,-0,stay,1
56,26,1,2,29,34,47,2,2.4379510666667557,3.23832776666677,0.375,0.37777777777777777,45,0,5,9 9 9 9 9,5 3 2 3 4,4 6 7 6 5,0.2777777777777778,compromise,2.4285714285714284
56,27,2,2,22,17,5,2,2.7239807666655906,2.64285566666695,0.125,0.2,5,0,4.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.29411764705882354,compromise,1
56,28,3,2,42,31,25,3,3.3239676666671585,3.84251976666656,0.375,0.4,5,0,5.8,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.6470588235294118,compromise,1
56,29,4,2,21,29,38,3,3.4071219666666366,3.28215986666601,0.25,0.24444444444444444,45,0,4.7,9 9 9 9 9,4 2 0 1 4,5 7 9 8 5,0.47058823529411764,compromise,2.4285714285714284
56,30,5,2,40,36,23,2,5.873990266666624,2.07814206666626,0.375,0.4,5,0,4.4,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.23529411764705882,compromise,1
56,31,6,2,19,30,37,3,2.953122066666765,3.94331646666615,0.25,0.2,5,0,4.9,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.6111111111111112,compromise,1
56,32,7,2,22,37,40,3,3.3738103666664756,3.48081296666624,0.25,0.2,5,0,4.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.8333333333333334,compromise,1
56,33,8,2,12,12,30,2,2.5903936666663867,4.6614721666665,0.125,0.13333333333333333,45,0,5.1,9 9 9 9 9,2 1 1 2 0,7 8 8 7 9,0,stay,2.4285714285714284
56,34,9,2,38,24,20,2,3.0238980666663338,4.41450626666665,0.375,0.37777777777777777,45,0,5.3,9 9 9 9 9,1 1 5 4 6,8 8 4 5 3,0.7777777777777778,compromise,2.4285714285714284
56,35,10,2,34,49,50,3,3.769539066665857,2.88866736666751,0.375,0.37777777777777777,45,0,4.8,9 9 9 9 9,6 3 3 3 2,3 6 6 6 7,0.9375,compromise,2.4285714285714284
56,36,11,2,38,42,54,2,4.26571046666686,2.46410036666566,0.375,0.4,5,0,5,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1,0.25,compromise,1
56,37,12,2,26,26,25,2,1.8438301666656116,5.82694496666682,0.375,0.37777777777777777,45,1,5.6,9 9 9 9 9,4 3 3 4 3,5 6 6 5 6,-0,stay,2.4285714285714284
56,38,13,2,15,15,32,1,13.957387366665898,3.9266061999997,0.25,0.2,5,0,4.9,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0,stay,1
56,39,14,2,56,50,3,1,3.294741666666596,3.65217126666721,0.625,0.6,5,1,4.3,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.11320754716981132,compromise,1
56,40,15,2,20,14,4,3,2.844465366665645,2.835949766667,0.125,0.13333333333333333,45,0,4.9,9 9 9 9 9,2 1 1 0 2,7 8 8 9 7,0.375,compromise,2.4285714285714284
56,41,16,2,42,33,25,2,3.382016966666015,4.39757996666594,0.25,0.2,5,0,4.5,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.5294117647058824,compromise,1
56,42,17,2,17,24,34,2,3.3418052666656877,1.7540722666663,0.25,0.24444444444444444,45,0,4.2,9 9 9 9 9,4 1 3 2 1,5 8 6 7 8,0.4117647058823529,compromise,2.4285714285714284
56,43,18,2,31,23,15,3,4.1838218666662215,2.3691924666673,0.25,0.24444444444444444,45,0,4,9 9 9 9 9,1 3 2 2 3,8 6 7 7 6,0.5,compromise,2.4285714285714284
56,44,19,2,83,84,84,3,4.465461866666374,5.32224986666552,1,1,5,1,5.4,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,1,copy,1
56,45,20,2,75,75,60,1,2.765521966666711,4.48604106666608,0.75,0.7555555555555555,45,0,5.4,9 9 9 9 9,5 6 9 6 8,4 3 0 3 1,-0,stay,2.4285714285714284
56,46,21,2,22,26,40,2,1.6713967666655662,2.33287616666621,0.25,0.24444444444444444,45,0,5.4,9 9 9 9 9,3 0 4 2 2,6 9 5 7 7,0.2222222222222222,compromise,2.4285714285714284
56,47,22,2,82,73,64,2,5.925134666666054,4.90005356666734,0.75,0.8,5,0,5.6,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.5,compromise,1
56,48,23,2,96,97,98,3,4.307136166665259,4.02645466666581,1,1,45,1,5.9,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,0.5,compromise,2.4285714285714284
56,49,24,2,93,88,77,2,7.582351466665386,6.31563036666739,0.75,0.8,5,0,5.3,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.3125,compromise,1
56,50,25,2,20,20,21,3,4.940601966665781,2.74205056666597,0.125,0.2,5,1,4.5,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0,stay,1
56,51,1,3,87,80,69,1,2.291024739999557,2.91690789999939,0.75,0.8,5,0,5.9,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.3888888888888889,compromise,1
56,52,2,3,19,13,1,3,3.794672740000351,1.85892447999959,0.125,0.13333333333333333,45,0,4.2,9 9 9 9 9,2 0 2 0 2,7 9 7 9 7,0.3333333333333333,compromise,2.4285714285714284
56,53,3,3,61,62,76,1,3.1410034400005316,3.63631047999934,0.625,0.6,5,0,5.8,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,0.06666666666666667,compromise,1
56,54,4,3,62,73,80,3,4.570231239999885,7.32716861999961,0.625,0.6,5,0,5.5,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0,0.6111111111111112,compromise,1
56,55,5,3,13,23,28,3,5.924380139999812,3.15336727999966,0.125,0.2,5,0,4.2,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.6666666666666666,compromise,1
56,56,6,3,5,5,4,3,1.8160224400007792,2.21135027999935,0,0,5,1,5.3,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,-0,stay,1
56,57,7,3,62,56,45,3,4.638470639998559,6.14580787999967,0.625,0.6222222222222222,45,0,5.8,9 9 9 9 9,6 4 5 6 7,3 5 4 3 2,0.35294117647058826,compromise,2.4285714285714284
56,58,8,3,14,16,75,1,5.1409528399999544,3.21739121999872,0.25,0.2,5,1,4.6,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.03278688524590164,compromise,1
56,59,9,3,86,85,70,2,4.449241340002118,2.97771757999908,0.625,0.6222222222222222,45,0,4.9,9 9 9 9 9,6 5 5 7 5,3 4 4 2 4,0.0625,compromise,2.4285714285714284
56,60,10,3,73,67,58,2,13.578771139998935,3.03063722000115,0.625,0.6222222222222222,45,0,4.8,9 9 9 9 9,5 6 5 4 8,4 3 4 5 1,0.4,compromise,2.4285714285714284
56,61,11,3,64,64,65,1,4.037043340000309,2.97852717999922,0.625,0.6222222222222222,45,1,4.9,9 9 9 9 9,4 7 7 6 4,5 2 2 3 5,0,stay,2.4285714285714284
56,62,12,3,17,28,34,2,3.0201247399982094,2.5765224200004,0.25,0.2,5,0,4,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.6470588235294118,compromise,1
56,63,13,3,61,71,78,3,6.1953082400032145,3.15271407999899,0.625,0.6,5,0,5.1,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.5882352941176471,compromise,1
56,64,14,3,90,84,75,3,3.013344640001378,2.03662211999836,0.75,0.7555555555555555,45,0,5.8,9 9 9 9 9,8 7 6 7 6,1 2 3 2 3,0.4,compromise,2.4285714285714284
56,65,15,3,64,54,47,1,2.0857692400004453,5.36172598000121,0.125,0.2,5,0,4,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.5882352941176471,compromise,1
56,66,16,3,51,63,92,2,3.5251440400024876,2.10473411999919,0.5,0.4888888888888889,45,1,4.7,9 9 9 9 9,5 5 3 6 3,4 4 6 3 6,0.2926829268292683,compromise,2.4285714285714284
56,67,17,3,11,19,28,1,2.937126239999998,1.80958327999906,0.125,0.2,5,0,5.2,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.47058823529411764,compromise,1
56,68,18,3,13,15,29,1,4.132672140000068,2.05905622000137,0.125,0.13333333333333333,45,0,4.6,9 9 9 9 9,1 1 0 1 3,8 8 9 8 6,0.125,compromise,2.4285714285714284
56,69,19,3,15,10,1,1,2.7658808399992267,4.73598062000019,0.125,0.13333333333333333,45,0,5.9,9 9 9 9 9,0 2 1 2 1,9 7 8 7 8,0.35714285714285715,compromise,2.4285714285714284
56,70,20,3,55,68,73,2,1.9952163400012068,2.72338628000034,0.625,0.6,5,0,5.4,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0,0.7222222222222222,compromise,1
56,71,21,3,62,62,44,1,2.786904240001604,4.5741241199994,0.625,0.6222222222222222,45,0,4.4,9 9 9 9 9,5 4 8 6 5,4 5 1 3 4,-0,stay,2.4285714285714284
56,72,22,3,12,12,13,1,2.2408297399997537,1.99044861999937,0.25,0.24444444444444444,45,1,5.5,9 9 9 9 9,3 2 1 3 2,6 7 8 6 7,0,stay,2.4285714285714284
56,73,23,3,79,80,81,2,1.7702254400010133,3.8427097799995,0.75,0.7555555555555555,45,1,4.4,9 9 9 9 9,7 8 7 5 7,2 1 2 4 2,0.5,compromise,2.4285714285714284
56,74,24,3,13,27,29,3,3.1449833399983618,2.49312658000053,0.125,0.2,5,0,4.5,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.875,compromise,1
56,75,25,3,16,25,32,1,3.11593694000112,3.3381884800001,0.25,0.2,5,0,6,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.5625,compromise,1
58,1,1,1,95,10,7,3,4.11207295999975,6.04664006000075,0,0,5,1,4.4,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,0.9659090909090909,compromise,2.142857142857143
58,2,2,1,80,75,65,2,6.5968731600000865,5.61153672000046,0.75,0.8,5,0,4.7,1 1 1 1 1,1 1 1 1 0,0 0 0 0 1,0.3333333333333333,compromise,2.142857142857143
58,3,3,1,40,32,25,2,4.674515160000283,3.75392498000019,0.375,0.4,5,0,5.1,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.5333333333333333,compromise,2.142857142857143
58,4,4,1,53,53,55,2,2.8450075599998854,6.87155238000014,0.375,0.37777777777777777,45,1,4.1,9 9 9 9 9,5 5 1 4 2,4 4 8 5 7,0,stay,2.4285714285714284
58,5,5,1,12,20,28,2,11.233920159999798,4.74358198000027,0.125,0.13333333333333333,45,0,5.9,9 9 9 9 9,1 2 1 0 2,8 7 8 9 7,0.5,compromise,2.4285714285714284
58,6,6,1,82,78,65,1,7.617392059999929,3.41099467999993,0.625,0.6222222222222222,45,0,4.7,9 9 9 9 9,6 7 8 4 3,3 2 1 5 6,0.23529411764705882,compromise,2.4285714285714284
58,7,7,1,6,10,21,1,4.617367360000117,4.63975768,0.125,0.13333333333333333,45,0,5.6,9 9 9 9 9,0 0 3 1 2,9 9 6 8 7,0.26666666666666666,compromise,2.4285714285714284
58,8,8,1,20,33,35,3,3.28260876000013,4.82048058000055,0.25,0.2,5,0,5.7,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.8666666666666667,compromise,2.142857142857143
58,9,9,1,88,78,71,3,6.563458260000061,2.84892867999997,0.75,0.7555555555555555,45,0,5.3,9 9 9 9 9,6 6 7 8 7,3 3 2 1 2,0.5882352941176471,compromise,2.4285714285714284
58,10,10,1,40,40,41,2,4.496659759999602,3.06819828000016,0.375,0.4,5,1,5.5,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1,0,stay,2.142857142857143
58,11,11,1,15,25,31,3,4.457732159999523,2.62858338000069,0.25,0.24444444444444444,45,0,4.3,9 9 9 9 9,3 1 5 0 2,6 8 4 9 7,0.625,compromise,2.4285714285714284
58,12,12,1,20,10,5,3,4.247671359999458,4.4477219800001,0.125,0.2,5,0,5.2,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.6666666666666666,compromise,2.142857142857143
58,13,13,1,60,38,19,1,4.091024560000278,6.24418738000031,0.625,0.6,5,1,4.7,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0.5365853658536586,compromise,2.142857142857143
58,14,14,1,95,93,93,3,4.420330259999446,2.28586117999976,1,1,5,1,4.5,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,1,copy,2.142857142857143
58,15,15,1,30,39,45,2,2.8466389600002913,4.37989854000034,0.375,0.37777777777777777,45,0,5.2,9 9 9 9 9,4 2 5 3 3,5 7 4 6 6,0.6,compromise,2.4285714285714284
58,16,16,1,10,17,28,2,3.2701603599998634,2.28771928000015,0.25,0.24444444444444444,45,0,4.2,9 9 9 9 9,3 1 3 3 1,6 8 6 6 8,0.3888888888888889,compromise,2.4285714285714284
58,17,17,1,20,13,5,1,4.886867260000145,2.8907475799997,0.125,0.2,5,0,4.5,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.4666666666666667,compromise,2.142857142857143
58,18,18,1,22,25,40,1,3.182636559999537,2.71890308000002,0.375,0.37777777777777777,45,0,4.8,9 9 9 9 9,3 2 3 6 3,6 7 6 3 6,0.16666666666666666,compromise,2.4285714285714284
58,19,19,1,60,74,75,3,3.182617360000222,2.34052927999983,0.625,0.6,5,0,4.1,1 1 1 1 1,1 0 1 0 1,0 1 0 1 0,0.9333333333333333,compromise,2.142857142857143
58,20,20,1,81,73,65,1,6.574454659999901,5.75047468000002,0.75,0.8,5,0,5.5,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.5,compromise,2.142857142857143
58,21,21,1,67,55,50,3,3.5861715599999116,4.72377727999992,0.625,0.6222222222222222,45,0,5.6,9 9 9 9 9,5 6 6 6 5,4 3 3 3 4,0.7058823529411765,compromise,2.4285714285714284
58,22,22,1,22,29,40,3,2.8467649599997458,4.2281434800002,0.375,0.37777777777777777,45,0,5.6,9 9 9 9 9,3 3 7 3 1,6 6 2 6 8,0.3888888888888889,compromise,2.4285714285714284
58,23,23,1,80,67,65,3,4.604867259999992,4.79538958000012,0.75,0.8,5,0,5.7,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.8666666666666667,compromise,2.142857142857143
58,24,24,1,59,59,60,2,3.1909467599998607,2.88757297999973,0.5,0.4888888888888889,45,1,5.9,9 9 9 9 9,5 3 4 5 5,4 6 5 4 4,0,stay,2.4285714285714284
58,25,25,1,78,73,60,1,3.3325333599996156,2.90162787999998,0.625,0.6222222222222222,45,0,4.7,9 9 9 9 9,5 7 5 6 5,4 2 4 3 4,0.2777777777777778,compromise,2.4285714285714284
58,26,1,2,80,81,81,2,4.288322500000504,4.03692460000093,0.75,0.8,5,1,4.6,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,1,copy,2.142857142857143
58,27,2,2,18,28,33,3,2.469446899999639,2.8737873,0.25,0.24444444444444444,45,0,4.9,9 9 9 9 9,3 3 1 2 2,6 6 8 7 7,0.6666666666666666,compromise,2.4285714285714284
58,28,3,2,20,10,2,1,3.9676315999995495,2.62467319999996,0.125,0.2,5,0,4.5,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.5555555555555556,compromise,2.142857142857143
58,29,4,2,40,28,25,3,5.548986799999511,3.81822340000053,0.375,0.4,5,0,5.2,1 1 1 1 1,0 1 0 0 1,1 0 1 1 0,0.8,compromise,2.142857142857143
58,30,5,2,7,10,25,2,3.2167647999995097,2.27624959999957,0.125,0.13333333333333333,45,0,5.4,9 9 9 9 9,0 1 2 3 0,9 8 7 6 9,0.16666666666666666,compromise,2.4285714285714284
58,31,6,2,60,72,75,2,4.169450499999584,2.53561119999995,0.625,0.6,5,0,5.5,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0,0.8,compromise,2.142857142857143
58,32,7,2,20,29,38,1,2.0035319999997228,3.85338720000072,0.25,0.2,5,0,4.2,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.5,compromise,2.142857142857143
58,33,8,2,86,84,70,1,4.274348699999791,3.65178759999981,0.75,0.7555555555555555,45,0,4.5,9 9 9 9 9,8 7 5 7 7,1 2 4 2 2,0.125,compromise,2.4285714285714284
58,34,9,2,88,89,90,2,4.721518700000161,3.56074080000053,0.75,0.7555555555555555,45,1,5.8,9 9 9 9 9,6 8 7 6 7,3 1 2 3 2,0.5,compromise,2.4285714285714284
58,35,10,2,20,32,38,2,5.496458399999938,4.50097759999971,0.25,0.2,5,0,5.9,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.6666666666666666,compromise,2.142857142857143
58,36,11,2,60,68,76,2,2.286226400000487,2.38898840000093,0.625,0.6222222222222222,45,0,5.6,9 9 9 9 9,6 7 5 5 5,3 2 4 4 4,0.5,compromise,2.4285714285714284
58,37,12,2,40,33,25,1,5.211659800000234,3.62035799999921,0.375,0.4,5,0,5.4,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.4666666666666667,compromise,2.142857142857143
58,38,13,2,72,82,90,2,11.03351769999881,7.97551959999964,0.75,0.7555555555555555,45,0,5.4,9 9 9 9 9,7 6 7 8 6,2 3 2 1 3,0.5555555555555556,compromise,2.4285714285714284
58,39,14,2,20,8,3,2,5.697751299999254,2.25193410000065,0.125,0.2,5,0,5.3,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.7058823529411765,compromise,2.142857142857143
58,40,15,2,0,2,1,3,2.6323914999993576,6.64176709999992,0,0,45,1,5.1,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,2,copy,2.4285714285714284
58,41,16,2,60,65,75,1,6.957400400000552,4.72483230000034,0.625,0.6,5,0,4.3,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1,0.3333333333333333,compromise,2.142857142857143
58,42,17,2,68,56,51,3,4.536300999999185,2.98933600000055,0.625,0.6222222222222222,45,0,5,9 9 9 9 9,5 5 6 6 6,4 4 3 3 3,0.7058823529411765,compromise,2.4285714285714284
58,43,18,2,60,66,76,1,4.57414880000124,5.50082740000016,0.625,0.6,5,0,4,1 1 1 1 1,1 1 1 0 0,0 0 0 1 1,0.375,compromise,2.142857142857143
58,44,19,2,17,24,33,2,4.820300399998814,3.10795090000011,0.25,0.24444444444444444,45,0,4.2,9 9 9 9 9,1 1 2 3 4,8 8 7 6 5,0.4375,compromise,2.4285714285714284
58,45,20,2,80,65,62,3,5.444750299999214,4.22785320000003,0.75,0.8,5,0,4.3,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.8333333333333334,compromise,2.142857142857143
58,46,21,2,49,65,93,1,3.9909552999997686,1.76869370000077,0.625,0.6222222222222222,45,1,4.2,9 9 9 9 9,8 4 6 5 5,1 5 3 4 4,0.36363636363636365,compromise,2.4285714285714284
58,47,22,2,38,30,20,3,5.021454499998981,5.81105620000017,0.375,0.37777777777777777,45,0,4.9,9 9 9 9 9,4 1 7 3 2,5 8 2 6 7,0.4444444444444444,compromise,2.4285714285714284
58,48,23,2,80,67,65,2,7.249216699999124,3.79467320000003,0.75,0.8,5,0,4.3,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.8666666666666667,compromise,2.142857142857143
58,49,24,2,40,30,25,2,6.725916900000811,3.87721930000043,0.375,0.4,5,0,5.7,1 1 1 1 1,0 0 1 0 1,1 1 0 1 0,0.6666666666666666,compromise,2.142857142857143
58,50,25,2,13,16,30,1,8.457513399998788,3.85535680000066,0.25,0.24444444444444444,45,0,5.7,9 9 9 9 9,1 6 1 1 2,8 3 8 8 7,0.17647058823529413,compromise,2.4285714285714284
58,51,1,3,12,24,30,3,8.387115489998905,2.41842488999828,0.125,0.13333333333333333,45,0,4.3,9 9 9 9 9,1 1 0 1 3,8 8 9 8 6,0.6666666666666666,compromise,2.4285714285714284
58,52,2,3,40,31,22,1,10.107791189999261,4.67280081999979,0.375,0.4,5,0,5.1,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1,0.5,compromise,2.142857142857143
58,53,3,3,12,26,28,3,10.90052279000065,4.4639422199989,0.125,0.13333333333333333,45,0,6,9 9 9 9 9,0 3 0 2 1,9 6 9 7 8,0.875,compromise,2.4285714285714284
58,54,4,3,26,26,24,1,7.390989890000128,1.77805311999873,0.25,0.24444444444444444,45,1,4.8,9 9 9 9 9,3 0 2 5 1,6 9 7 4 8,-0,stay,2.4285714285714284
58,55,5,3,40,26,24,3,5.799327990000165,3.26354631999948,0.375,0.4,5,0,5.7,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.875,compromise,2.142857142857143
58,56,6,3,20,4,3,3,6.286826189999374,3.59929401999943,0.125,0.2,5,0,4.7,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.9411764705882353,compromise,2.142857142857143
58,57,7,3,75,69,60,3,4.426221690000602,2.4542108200003,0.75,0.7555555555555555,45,0,6,9 9 9 9 9,6 8 7 5 8,3 1 2 4 1,0.4,compromise,2.4285714285714284
58,58,8,3,20,30,37,2,4.619856690000233,1.9600594199992,0.25,0.2,5,0,5.1,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.5882352941176471,compromise,2.142857142857143
58,59,9,3,10,18,92,3,11.282889989998694,9.66125841999929,0.125,0.13333333333333333,45,1,4.1,9 9 9 9 9,3 1 0 2 0,6 8 9 7 9,0.0975609756097561,compromise,2.4285714285714284
58,60,10,3,80,80,80,3,10.88012689000061,3.82453631999942,0.125,0.2,5,1,4.7,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,NA,NA,2.142857142857143
58,61,11,3,20,5,3,2,1.830057189999934,2.13886661999913,0.125,0.2,5,0,5.9,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.8823529411764706,compromise,2.142857142857143
58,62,12,3,72,64,55,2,16.120612990000154,3.57040761999906,0.625,0.6222222222222222,45,0,4.7,9 9 9 9 9,5 6 6 6 5,4 3 3 3 4,0.47058823529411764,compromise,2.4285714285714284
58,63,13,3,76,74,61,1,9.024194889999308,2.76214041999992,0.75,0.7555555555555555,45,0,4.8,9 9 9 9 9,7 5 6 7 9,2 4 3 2 0,0.13333333333333333,compromise,2.4285714285714284
