sID,trial_number,trial_number_run,run,estimate1,estimate2,estimate_peer,confidence_peer,estimate1_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed,s,strategy,confidence_rating,alpha_5,alpha_45,theta_IC,theta_slope,staybias,perceived_blue,perceived_red,other_blue,other_red,stayBias_modulated,KLd
27,13,13,1,25,8,8,3,8.53865709999991,12.6076446999978,0.125,0.2,5,0,5.4,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,1,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,13.893217400527876,41.67965220158363,25.230368988834204,290.14924337159334,1.0000000000000002e-6,5.4125377489377025
27,14,14,1,20,10,2,2,4.2612207000001945,4.1237697000015,0.125,0.2,5,0,5.8,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.5555555555555556,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,3.64428472691163,178.56995161866988,1e-4,6.530345079443001
27,15,15,1,80,70,63,1,2.757467400000678,10.8431027999995,0.75,0.8,5,0,5.6,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.5882352941176471,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,30.900782008363365,18.148078322372136,0.01,0.9497550113469456
27,16,16,1,38,30,21,3,5.303678899999795,9.62356689999979,0.375,0.37777777777777777,45,0,4.8,9 9 9 9 9,5 4 4 2 2,4 5 5 7 7,0.4705882352941176,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,148.67373999536147,242.57294420295818,66.22971859568977,249.14989376473775,1.0000000000000002e-6,5.195908740452853
27,17,17,1,34,48,50,3,10.405076699998972,9.80581579999853,0.375,0.4,5,0,5.4,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.875,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,18.894775664717912,36.67809393739359,157.68980618021376,157.68980618021376,1.0000000000000002e-6,2.571010088714382
27,18,18,1,20,23,35,1,4.1673440000013215,5.26432329999989,0.25,0.24444444444444444,45,0,5.2,9 9 9 9 9,4 3 1 2 1,5 6 8 7 8,0.2,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,78.24933683966393,312.9973473586557,17.167101115757426,31.881759214978075,0.01,0.3266087328595256
27,19,19,1,90,93,92,3,5.553017100000943,8.72581690000152,1,1,5,1,5.4,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,1.5,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,50.01558264190035,5.557286960211149,290.14924337159334,25.23036898883419,1.0000000000000002e-6,0.6909000172295391
27,20,20,1,80,70,64,2,4.157792100002553,13.8048980000003,0.75,0.8,5,0,4.5,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.625,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,116.61711126117216,65.59712508440934,1e-4,2.2882338891857077
27,21,21,1,82,80,65,1,6.616099699998813,8.6782103000005,0.75,0.7555555555555555,45,0,4,9 9 9 9 9,8 8 8 6 4,1 1 1 3 5,0.1176470588235294,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,320.82228104262214,70.42440315569755,31.881759214978075,17.167101115757426,0.01,0.44815233704678853
27,22,22,1,10,12,27,2,7.150254899999709,3.55718279999928,0.125,0.13333333333333333,45,0,5.8,9 9 9 9 9,3 0 2 1 0,6 9 7 8 9,0.1176470588235294,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,39.12466841983196,352.1220157784877,49.19784381330701,133.0163925322745,1e-4,4.842607742043579
27,23,23,1,20,30,36,1,5.599341200000708,6.19445039999846,0.25,0.2,5,0,4.1,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.625,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,17.65758971906478,31.39127061167072,0.01,0.8530285281490804
27,24,24,1,40,25,22,2,4.149234000000433,8.96557690000191,0.375,0.4,5,0,5.1,1 1 1 1 1,0 1 1 0 0,1 0 0 1 1,0.8333333333333334,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,22.2291478408446,33.3437217612669,40.08713199602793,142.12710434955358,1e-4,2.90418228776063
27,25,25,1,45,23,2,2,2.5882558999983303,13.0456835999994,0.5,0.4888888888888889,45,1,5.5,9 9 9 9 9,4 4 6 3 5,5 5 3 6 4,0.5116279069767442,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,176.06100788924385,215.18567630907586,3.64428472691163,178.56995161866988,1e-4,15.986457564282656
27,26,1,2,20,20,37,2,6.16336352000144,3.89472869999554,0.25,0.24444444444444444,45,0,5.5,9 9 9 9 9,1 5 1 2 2,8 4 8 7 7,0,stay,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,78.24933683966393,312.9973473586557,67.41926744786515,114.79496889771634,1e-4,3.168636470668142
27,27,2,2,15,13,1,1,3.711747019999166,6.77773375999823,0.125,0.13333333333333333,45,0,4.5,9 9 9 9 9,1 1 1 1 2,8 8 8 8 7,0.14285714285714285,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,58.68700262974795,332.5596815685717,0.490488603307355,48.558371727428145,0.01,0.40195329810772096
27,28,3,2,27,35,44,3,6.79935001999911,9.16049466000004,0.375,0.37777777777777777,45,0,4.9,9 9 9 9 9,2 3 3 5 4,7 6 6 4 5,0.4705882352941176,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,105.6366047335463,285.6100794647734,138.7670294385881,176.61258292183945,1.0000000000000002e-6,5.2147975467060625
27,29,4,2,62,65,64,1,7.699464920000537,7.22870775999763,0.625,0.6,5,1,4.3,1 1 1 1 1,0 1 0 1 1,1 0 1 0 0,1.5,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,34.45517915330913,21.11769044880237,31.39127061167072,17.65758971906478,0.01,0.09173498267873927
27,30,5,2,20,12,3,1,5.138307919998624,6.97674305999681,0.125,0.2,5,0,4.5,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.4705882352941176,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,1.471465809922065,47.577394520813435,0.01,1.5607642032945435
27,31,6,2,25,29,40,2,4.62440892000086,4.80292405999899,0.375,0.37777777777777777,45,0,4.6,9 9 9 9 9,3 3 4 3 4,6 6 5 6 5,0.26666666666666666,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,97.81167104957991,293.43501314873976,72.8856945382326,109.3285418073489,1e-4,2.2078017982225537
27,32,7,2,85,80,70,3,6.1384975199998735,6.69589255999927,0.75,0.7555555555555555,45,0,5.7,9 9 9 9 9,8 8 4 7 7,1 1 5 2 2,0.3333333333333333,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,332.5596815685717,58.68700262974796,220.76572865229926,94.61388370812827,1.0000000000000002e-6,5.61612442784444
27,33,8,2,35,50,53,1,2.757571520000056,7.06269485999655,0.375,0.4,5,0,5.2,1 1 1 1 1,0 1 0 1 0,1 0 1 0 1,0.8333333333333334,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,19.450504360739025,36.12236524137248,25.995895975289816,23.052964355445685,0.01,0.8748682061916727
27,34,9,2,65,50,50,3,6.891215519999605,3.55347776000053,0.625,0.6,5,0,4.4,1 1 1 1 1,1 0 0 1 1,0 1 1 0 0,1,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,36.12236524137248,19.450504360739025,157.68980618021376,157.68980618021376,1.0000000000000002e-6,2.316751011836646
27,35,10,2,63,60,3,1,5.249320220002119,8.47676435999711,0.625,0.6222222222222222,45,1,4.3,9 9 9 9 9,6 7 7 6 2,3 2 2 3 7,0.05,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,246.4854110449414,144.76127315337826,1.471465809922065,47.577394520813435,0.01,3.596833519410641
27,36,11,2,20,10,4,2,3.300614919999134,7.24308725999799,0.125,0.2,5,0,5.8,1 1 1 1 1,1 0 0 0 0,0 1 1 1 1,0.625,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,7.28856945382326,174.92566689175823,1e-4,4.7815678016311844
27,37,12,2,80,68,65,3,6.58010762000049,4.86928155999885,0.75,0.8,5,0,5.6,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.8,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,204.9967480342779,110.38286432614963,1.0000000000000002e-6,2.610681202116947
27,38,13,2,9,10,24,1,4.819576520001647,4.60442195999713,0.125,0.13333333333333333,45,0,5.3,9 9 9 9 9,0 1 2 1 2,9 8 7 8 7,0.06666666666666667,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,35.21220157784877,356.0344826204709,11.77172647937652,37.27713385135898,0.01,0.5905270137880461
27,39,14,2,39,35,37,2,4.482510320000074,3.88693865999812,0.375,0.4,5,1,5.1,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1,2,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,21.673419144823487,33.89945045728801,67.41926744786515,114.79496889771634,1e-4,0.369483782324521
27,40,15,2,14,10,1,2,5.261285519998637,4.92423715999757,0.125,0.13333333333333333,45,0,5.2,9 9 9 9 9,2 2 1 0 1,7 7 8 9 8,0.3076923076923077,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,54.77453578776476,336.47214841055495,1.822142363455815,180.3920939821257,1e-4,3.421873283316832
27,41,16,2,65,63,49,1,6.282698119999623,3.95880355999907,0.625,0.6222222222222222,45,0,4.4,9 9 9 9 9,5 8 5 6 4,4 1 4 3 5,0.125,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,254.31034472890778,136.93633946941188,24.033941562060395,25.014918768675106,0.01,0.27056346968674755
27,42,17,2,20,18,20,3,6.386935819999053,10.3266559599961,0.125,0.2,5,1,4.6,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,-Inf,stay,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,63.07592247208551,252.30368988834203,1.0000000000000002e-6,0.5169269720971613
27,43,18,2,39,25,23,3,3.955259620001016,3.69555945999855,0.375,0.4,5,0,5.5,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.875,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,21.673419144823487,33.89945045728801,72.53731084289834,242.8423015175292,1.0000000000000002e-6,3.0738846281325993
27,44,19,2,15,8,1,3,4.7217831199996,5.44189745999938,0.125,0.13333333333333333,45,0,5.9,9 9 9 9 9,2 2 1 0 1,7 7 8 9 8,0.5,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,58.68700262974795,332.5596815685717,3.1537961236042755,312.2258162368233,1.0000000000000002e-6,8.158811839745363
27,45,20,2,32,33,50,1,4.86203901999761,2.23677335999855,0.375,0.37777777777777777,45,0,5.6,9 9 9 9 9,4 4 3 2 4,5 5 6 7 5,0.05555555555555555,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,125.1989389434623,266.0477452548574,24.52443016536775,24.52443016536775,0.01,0.3546063752561367
27,46,21,2,25,17,10,2,2.838378020000164,8.22218775999681,0.25,0.24444444444444444,45,0,5.7,9 9 9 9 9,1 2 1 3 4,8 7 8 6 5,0.5333333333333333,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,97.81167104957991,293.43501314873976,18.22142363455815,163.99281271102336,1e-4,2.6572475933292403
27,47,22,2,57,68,75,3,3.541078419999394,5.05194395999933,0.625,0.6222222222222222,45,0,4.6,9 9 9 9 9,6 8 3 6 5,3 1 6 3 4,0.6111111111111112,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,223.0106099930422,168.23607420527748,236.53470927032066,78.84490309010688,1.0000000000000002e-6,5.469006361233947
27,48,23,2,25,32,40,3,3.509512419999737,7.47684605999893,0.25,0.24444444444444444,45,0,5.9,9 9 9 9 9,3 2 1 2 3,6 7 8 7 6,0.4666666666666667,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,97.81167104957991,293.43501314873976,126.15184494417102,189.2277674162565,1.0000000000000002e-6,4.259977962833922
27,49,24,2,80,70,65,2,4.050518019999799,6.0113434599989,0.75,0.8,5,0,4.5,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.6666666666666666,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,118.43925362462798,63.77498272095352,1e-4,2.0614608738098603
27,50,25,2,40,28,25,2,3.72427671999867,5.30801635999705,0.375,0.4,5,0,5.9,1 1 1 1 1,1 1 0 0 0,0 0 1 1 1,0.8,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,22.2291478408446,33.3437217612669,45.553559086395374,136.66067725918612,1e-4,2.075564040171494
27,51,1,3,35,49,51,1,3.3745011999999406,7.46397910000087,0.375,0.4,5,0,5.9,1 1 1 1 1,0 0 0 1 1,1 1 1 0 0,0.875,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,19.450504360739025,36.12236524137248,25.014918768675106,24.033941562060395,0.01,0.708322328869865
27,52,2,3,75,73,60,2,3.592703599999368,2.79462439999952,0.75,0.7555555555555555,45,0,4.9,9 9 9 9 9,6 8 7 6 7,3 1 2 3 2,0.13333333333333333,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,293.43501314873976,97.81167104957991,109.3285418073489,72.8856945382326,1e-4,2.207801798222563
27,53,3,3,35,53,79,2,2.279944899999464,10.1123699999989,0.375,0.37777777777777777,45,1,5.8,9 9 9 9 9,3 4 1 5 4,6 5 8 4 5,0.4090909090909091,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,136.93633946941188,254.31034472890778,143.9492467130094,38.26498963257211,1e-4,15.55767362586425
27,54,4,3,60,69,75,1,3.50036270000237,5.62981919999947,0.625,0.6,5,0,4.6,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0,0.6,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,33.3437217612669,22.2291478408446,36.78664524805163,12.262215082683875,0.01,0.6938855962950947
27,55,5,3,20,32,35,3,4.96171399999912,13.959490999996,0.25,0.2,5,0,4.9,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.8,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,110.38286432614963,204.9967480342779,1.0000000000000002e-6,2.6106812021169405
27,56,6,3,68,55,50,3,5.952328500001386,4.96046669999851,0.625,0.6222222222222222,45,0,4.8,9 9 9 9 9,4 8 6 4 6,5 1 3 5 3,0.7222222222222222,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,266.0477452548574,125.19893894346228,157.68980618021376,157.68980618021376,1.0000000000000002e-6,5.447548781158172
27,57,7,3,60,74,75,3,4.340916900000593,6.74754029999713,0.625,0.6,5,0,5.7,1 1 1 1 1,0 0 1 1 1,1 1 0 0 0,0.9333333333333332,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,33.3437217612669,22.2291478408446,236.53470927032066,78.84490309010688,1.0000000000000002e-6,2.696351946515291
27,58,8,3,71,70,56,2,3.232667300000685,3.02058810000017,0.625,0.6222222222222222,45,0,4.5,9 9 9 9 9,6 4 5 5 8,3 5 4 4 1,0.06666666666666667,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,277.78514578080694,113.46153841751271,102.03997235352564,80.17426399205586,1e-4,2.0526036086961232
27,59,9,3,20,30,37,2,4.374263799998516,11.8963526000007,0.25,0.2,5,0,5.2,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.5882352941176471,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,67.41926744786515,114.79496889771634,1e-4,2.527196283131463
27,60,10,3,20,25,35,1,4.863334800000303,4.67308080000112,0.25,0.2,5,0,5.7,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.3333333333333333,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,17.167101115757426,31.881759214978075,0.01,0.7614196757691306
27,61,11,3,80,65,62,3,6.307721299999685,10.2387291000014,0.75,0.8,5,0,4.1,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,0.8333333333333334,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,195.53535966346507,119.84425269696246,1.0000000000000002e-6,3.4779346590795064
27,62,12,3,20,34,37,2,3.859308699999019,8.04483699999764,0.25,0.2,5,0,5,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.8235294117647058,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,67.41926744786515,114.79496889771634,1e-4,2.527196283131463
27,63,13,3,20,20,20,1,3.865826299999753,5.80791500000123,0.25,0.2,5,1,4.1,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,NA,NA,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,11.1145739204223,44.4582956816892,9.8097720661471,39.2390882645884,0.01,0.07976374634928704
27,64,14,3,60,71,75,2,5.290951900000437,7.18979719999879,0.625,0.6,5,0,5.8,1 1 1 1 1,0 1 1 0 1,1 0 0 1 0,0.7333333333333333,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,33.3437217612669,22.2291478408446,136.66067725918612,45.553559086395374,1e-4,2.075564040171493
27,65,15,3,12,20,28,3,5.728543100001843,5.0559349999985,0.125,0.13333333333333333,45,0,4.4,9 9 9 9 9,1 1 0 2 2,8 8 9 7 7,0.5,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,46.949602103798355,344.29708209452133,88.30629146091972,227.07332089950782,1.0000000000000002e-6,7.1763378205963875
27,66,16,3,9,8,10,3,7.178596600000674,3.24383339999986,0,0,5,1,5.8,1 1 1 1 1,0 0 0 0 0,1 1 1 1 1,-1,stay,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,5.0015582641900345,50.571311337921465,31.537961236042754,283.8416511243848,1.0000000000000002e-6,0.512275190899179
27,67,17,3,60,70,77,1,3.1341126000006625,6.96388099999967,0.625,0.6,5,0,5.5,1 1 1 1 1,1 0 1 1 0,0 1 0 0 1,0.5882352941176471,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,33.3437217612669,22.2291478408446,37.76762245466634,11.281237876069165,0.01,0.8733937728770059
27,68,18,3,70,67,55,2,3.5908510999997816,6.9968614999998,0.625,0.6222222222222222,45,0,4.9,9 9 9 9 9,6 5 7 3 7,3 4 2 6 2,0.2,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,273.87267893882375,117.37400525949592,100.21782999006983,81.99640635551167,1e-4,2.0217441500468984
27,69,19,3,100,100,98,3,2.86604730000181,2.54014199999983,1,1,45,1,4.8,9 9 9 9 9,9 9 9 9 9,0 0 0 0 0,-0,stay,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,391.24668419831966,0,309.07202011321897,6.307592247208556,1.0000000000000002e-6,3.963979716606643
27,70,20,3,80,72,63,1,3.792629099998521,7.0651510000007,0.75,0.8,5,0,5.1,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.4705882352941176,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,30.900782008363365,18.148078322372136,0.01,0.9497550113469456
27,71,21,3,80,81,78,2,3.886981099998593,1.9266220999998,0.75,0.7555555555555555,45,1,5.8,9 9 9 9 9,7 7 8 7 5,2 2 1 2 4,-0.5,stay,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,312.9973473586557,78.24933683966391,142.12710434955358,40.08713199602793,1e-4,0.07690572864057875
27,72,22,3,80,83,82,2,2.8158275000005237,3.65832619999856,0.75,0.8,5,1,4.9,1 1 1 1 1,1 1 1 0 1,0 0 0 1 0,1.5,copy,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,44.4582956816892,11.114573920422298,149.41567380337682,32.79856254220468,1e-4,0.4030095497127452
27,73,23,3,60,71,75,2,2.1550380999979097,5.23182019999695,0.625,0.6,5,0,5.2,1 1 1 1 1,1 1 0 1 0,0 0 1 0 1,0.7333333333333333,compromise,1.125,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,33.3437217612669,22.2291478408446,136.66067725918612,45.553559086395374,1e-4,2.075564040171493
27,74,24,3,29,31,46,2,1.98010450000038,4.36732069999925,0.375,0.37777777777777777,45,0,4.9,9 9 9 9 9,5 2 4 2 4,4 7 5 7 5,0.1176470588235294,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,113.4615384175127,277.78514578080694,83.81854871896749,98.39568762661402,1e-4,2.612557939557581
27,75,25,3,80,77,65,1,3.578627499999129,4.14436130000104,0.75,0.7555555555555555,45,0,5,9 9 9 9 9,6 8 7 8 5,3 1 2 1 4,0.2,compromise,2.571428571428572,11.1145739204223,8.69437075996266,49.0488603307355,133.165376014846,0.01,312.9973473586557,78.24933683966391,31.881759214978075,17.167101115757426,0.01,0.32660873285952535
28,1,1,1,40,40,22,1,8.088278649999666,8.29495670000006,0.375,0.37777777777777777,45,0,4.7,9 9 9 9 9,4 2 3 4 4,5 7 6 5 5,-0,stay,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,93.23958347550882,139.85937521326323,6.001894830541324,21.279445308282874,0.338017278142881,0.1777709788479321
28,2,2,1,60,60,75,1,10.374206150000193,6.69287559999975,0.625,0.6,5,0,5.3,1 1 1 1 1,1 1 0 0 1,0 0 1 1 0,0,stay,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,40.0272763924236,26.6848509282824,20.46100510411815,6.82033503470605,0.338017278142881,0.2996753221032787
28,3,3,1,70,70,85,1,7.707601049999994,5.76080240000056,0.75,0.7555555555555555,45,0,4,9 9 9 9 9,8 8 5 5 8,1 1 4 4 1,0,stay,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,163.16927108214043,69.92968760663163,23.18913911800057,4.09220102082363,0.338017278142881,0.1437679083590521
28,4,4,1,50,50,67,1,7.645007850000184,3.81310120000035,0.625,0.6222222222222222,45,0,5.7,9 9 9 9 9,7 4 5 7 5,2 5 4 2 4,0,stay,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,116.54947934438603,116.54947934438603,18.278497893012215,9.002842245811985,0.338017278142881,0.15041516964389937
28,5,5,1,35,46,50,3,8.611698950000118,6.70164569999997,0.375,0.37777777777777777,45,0,5.5,9 9 9 9 9,2 4 4 3 4,7 5 5 6 5,0.7333333333333333,compromise,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,81.58463554107021,151.51432314770184,130.7047859181001,130.7047859181001,0.03862039407518476,3.1360946679306156
28,6,6,1,80,71,62,3,8.424257850000231,6.52218270000003,0.75,0.8,5,0,4.2,1 1 1 1 1,1 0 1 1 1,0 1 0 0 0,0.5,compromise,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,53.3697018565648,13.342425464141197,162.07393453844412,99.33563729775608,0.03862039407518476,3.5723965439461707
28,7,7,1,77,67,61,3,8.80229724999981,7.46664130000045,0.75,0.7555555555555555,45,0,4.6,9 9 9 9 9,7 8 8 4 7,2 1 1 5 2,0.625,compromise,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,179.4861981903545,53.61276049841757,159.45983882008213,101.94973301611809,0.03862039407518476,4.142560585471264
28,8,8,1,80,80,80,2,8.461214550000022,5.81457865000039,0.75,0.8,5,1,5.1,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,NA,NA,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,53.3697018565648,13.342425464141197,115.47636479000977,28.86909119750243,0.11425568032312179,0.2300544411201729
28,9,9,1,15,15,30,1,6.832344750000175,3.90408780000053,0.25,0.24444444444444444,45,0,5.8,9 9 9 9 9,1 2 4 3 1,8 7 5 6 8,0,stay,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,34.96484380331581,198.13411488545626,8.184402041647258,19.09693809717694,0.338017278142881,0.21029654290143243
28,10,10,1,40,40,24,1,8.561688150000464,5.08136260000038,0.375,0.4,5,0,4.2,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,-0,stay,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,26.6848509282824,40.0272763924236,6.547521633317808,20.73381850550639,0.338017278142881,0.33776988574083866
28,11,11,1,20,11,5,2,8.040936050000255,4.20925350000061,0.125,0.2,5,0,5.4,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.6,compromise,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,13.3424254641412,53.3697018565648,7.2172727993756105,137.12818318813657,0.11425568032312179,3.5376233955190113
28,12,12,1,40,40,24,1,5.1449477500000285,3.89205180000044,0.375,0.4,5,0,4.9,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1,-0,stay,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,26.6848509282824,40.0272763924236,6.547521633317808,20.73381850550639,0.338017278142881,0.33776988574083866
28,13,13,1,0,1,1,3,6.094823649999853,6.34876990000021,0,0,45,1,5,9 9 9 9 9,0 0 0 0 0,9 9 9 9 9,1,copy,2.2857142857142856,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,0,233.09895868877206,2.614095718362002,258.7954761178382,0.03862039407518476,2.367742956336335
28,14,14,1,40,40,39,2,6.424017550000372,4.25844300000063,0.375,0.4,5,1,5,1 1 1 1 1,1 0 0 1 0,0 1 1 0 1,-0,stay,2.857142857142857,13.3424254641412,5.17997685975049,27.2813401388242,117.064115848688,0.338017278142881,26.6848509282824,40.0272763924236,56.294727835129756,88.05072815238243,0.11425568032312179,0.23733891260802903
