sID,trial_number,trial_number_run,run,estimate1,estimate2,estimate_peer,confidence_peer,estimate1_rt,estimate2_rt,true_ratio,seen_ratio,nTotal,filler_trial,ITI,nMushrooms,nBlue,nRed,s,strategy,confidence_rating,alpha_5,alpha_45,theta_IC,theta_slope,staybias,perceived_blue,perceived_red,other_blue,other_red,stayBias_modulated,KLd
3,11,11,1,20,24,75,1,6.011816649997854,2.76711409999916,0.25,0.24444444444444444,45,1,5.1,9 9 9 9 9,2 3 4 0 2,7 6 5 9 7,0.07272727272727272,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,49.77183724985322,199.08734899941288,25.606652269969125,8.535550756656376,0.01,2.9518025763270055
3,12,12,1,10,12,25,1,2.6049555499994312,2.04249554999842,0.25,0.24444444444444444,45,0,4.1,9 9 9 9 9,3 3 2 2 1,6 6 7 7 8,0.13333333333333333,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,24.88591862492661,223.9732676243395,8.535550756656376,25.606652269969125,0.01,0.39951191345981435
3,13,13,1,25,33,40,2,5.788340650000464,6.79407399999764,0.375,0.4,5,0,4.5,1 1 1 1 1,0 0 1 1 0,1 1 0 0 1,0.5333333333333333,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,28.282454201063874,84.84736260319163,65.9065044098654,98.85975661479812,1e-4,2.190120569806182
3,14,14,1,90,80,72,2,6.755124549999891,6.66978849999941,0.75,0.8,5,0,5.5,1 1 1 1 1,0 1 1 1 1,1 0 0 0 0,0.5555555555555556,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,101.81683512382995,11.312981680425548,118.63170793775772,46.13455308690579,1e-4,4.568218068104955
3,15,15,1,85,76,69,3,9.817394150000837,6.22762509999848,0.75,0.7555555555555555,45,0,4.7,9 9 9 9 9,7 7 6 6 8,2 2 3 3 1,0.5625,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,211.5303083118762,37.328877937389926,203.81932012566404,91.5709988970375,1.0000000000000002e-6,5.7495012637663985
3,16,16,1,80,80,62,1,4.905042149999645,2.57435239999904,0.75,0.7555555555555555,45,0,5.5,9 9 9 9 9,6 6 7 8 7,3 3 2 1 2,-0,stay,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,199.08734899941288,49.77183724985321,21.16816587650781,12.974037150117692,0.01,0.34543585999142756
3,17,17,1,5,50,92,3,1.974273349998839,4.05009279999831,0.125,0.13333333333333333,45,1,5.6,9 9 9 9 9,3 2 0 0 1,6 7 9 9 8,0.5172413793103449,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,12.442959312463305,236.41622693680281,271.7590935008854,23.63122552181611,1.0000000000000002e-6,132.56198313168485
3,18,18,1,38,25,21,3,5.490848749999714,4.82787109999845,0.375,0.37777777777777777,45,0,5.6,9 9 9 9 9,2 3 5 4 3,7 6 4 5 6,0.7647058823529411,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,94.56649077472113,154.29269547454498,62.031966994767316,233.35835202793422,1.0000000000000002e-6,5.041982577273852
3,19,19,1,13,13,31,1,3.807475550000163,2.6750706999992,0.25,0.24444444444444444,45,0,6,9 9 9 9 9,4 0 2 3 2,5 9 7 6 7,0,stay,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,32.351694212404595,216.50749203686152,10.584082938253905,23.558120088371595,0.01,0.4663877816221501
3,20,20,1,73,70,57,1,3.9325960500009383,3.37698354999884,0.625,0.6222222222222222,45,0,5.1,9 9 9 9 9,4 7 7 5 5,5 2 2 4 4,0.1875,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,181.66720596196427,67.19198028730186,19.461055725176536,14.681147301448968,0.01,0.22880712731982536
3,21,21,1,15,17,30,1,5.882598850001159,1.7201920999978,0.25,0.2,5,0,5.1,1 1 1 1 1,0 0 0 0 1,1 1 1 1 0,0.13333333333333333,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,16.969472520638323,96.16034428361716,10.24266090798765,23.89954211863785,0.01,0.4673378022419112
3,22,22,1,15,25,33,3,5.121673650000957,5.21066210000026,0.25,0.2,5,0,5.1,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.5555555555555556,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,16.969472520638323,96.16034428361716,97.47880527749152,197.91151374521002,1.0000000000000002e-6,5.4702939961176575
3,23,23,1,15,3,1,3,4.541062549998969,3.78669059999811,0.125,0.2,5,0,4.4,1 1 1 1 1,0 1 0 0 0,1 0 1 1 1,0.8571428571428571,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,16.969472520638323,96.16034428361716,2.9539031902270154,292.4364158324745,1.0000000000000002e-6,8.754625540823854
3,24,24,1,14,24,30,3,2.746177150000221,3.78384149999692,0.25,0.24444444444444444,45,0,4.1,9 9 9 9 9,1 2 4 3 1,8 7 5 6 8,0.625,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,34.840286074897264,214.01890017436887,88.61709570681046,206.77322331589107,1.0000000000000002e-6,5.961189364645246
3,25,25,1,97,98,96,3,5.149455650000164,4.4070294999965,1,1,5,1,4,1 1 1 1 1,1 1 1 1 1,0 0 0 0 0,-1,stay,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,109.73592230012783,3.393894504127668,283.57470626179344,11.815612760908072,1.0000000000000002e-6,0.3018550336881024
3,26,1,2,24,37,40,3,8.749349630001234,1.68306533000214,0.375,0.4,5,0,5.3,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,0.8125,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,27.15115603302132,85.97866077123417,118.15612760908061,177.23419141362092,1.0000000000000002e-6,3.7006546269889835
3,27,2,2,56,68,74,3,5.482662830003392,5.07732464000037,0.625,0.6222222222222222,45,0,4.2,9 9 9 9 9,3 7 5 5 8,6 2 4 4 1,0.6666666666666666,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,139.36114429958906,109.49804194967707,218.58883607679914,76.801482945902407,1.0000000000000002e-6,5.21481949104171
3,28,3,2,44,35,28,3,4.988161630000832,4.04792244000055,0.375,0.37777777777777777,45,0,4.1,9 9 9 9 9,5 3 2 3 4,4 6 7 6 5,0.5625,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,109.4980419496771,139.36114429958906,82.70928932635644,212.6810296963451,1.0000000000000002e-6,4.1141808539244415
3,29,4,2,67,67,65,1,7.769042930000069,3.0287465399997,0.625,0.6,5,1,4.6,1 1 1 1 1,0 1 1 1 0,1 0 0 0 1,-0,stay,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,75.79697725885119,37.33283954540431,22.19243196730658,11.949771059318925,0.01,0.020250848061224114
3,30,5,2,50,45,33,2,3.4156089300013264,3.89016984000045,0.375,0.37777777777777777,45,0,4.1,9 9 9 9 9,2 4 3 4 4,7 5 6 5 5,0.29411764705882354,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,124.42959312463306,124.42959312463306,54.37286613813897,110.39339488652455,1e-4,2.3560556140270483
3,31,6,2,10,15,25,2,4.075780929999382,6.48667514000044,0.25,0.24444444444444444,45,0,5.7,9 9 9 9 9,1 2 3 4 1,8 7 6 5 8,0.3333333333333333,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,24.88591862492661,223.9732676243395,41.19156525616588,123.57469576849763,1e-4,3.6753440104081707
3,32,7,2,81,72,64,2,7.56326953000098,2.57303174000299,0.75,0.8,5,0,4.5,1 1 1 1 1,1 1 0 1 1,0 0 1 0 0,0.5294117647058824,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,91.63515161144697,21.494665192808537,105.45040705578465,59.31585396887886,1e-4,3.0764786643428543
3,33,8,2,11,19,26,3,1.9965021300013177,2.03593426999942,0.25,0.24444444444444444,45,0,5.2,9 9 9 9 9,1 4 0 4 2,8 5 9 5 7,0.5333333333333333,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,27.374510487419276,221.48467576184683,76.801482945902407,218.58883607679914,1.0000000000000002e-6,6.049000134072908
3,34,9,2,6,13,23,2,2.1947405299997627,4.1312565699991,0.125,0.13333333333333333,45,0,5.6,9 9 9 9 9,2 0 0 2 2,7 9 9 7 7,0.4117647058823529,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,14.931551174955965,233.92763507431013,37.89624003567261,126.87002098899092,1e-4,6.062621042044504
3,35,10,2,14,8,1,2,5.865707730001304,2.53710814000078,0.125,0.2,5,0,4.7,1 1 1 1 1,0 0 1 0 0,1 1 0 1 1,0.4615384615384616,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,15.83817435259577,97.29164245165973,1.6476626102466352,163.11859841441688,1e-4,4.589851137165967
3,36,11,2,40,40,40,2,8.413206930001252,4.61910914000146,0.375,0.4,5,1,5.7,1 1 1 1 1,1 0 0 0 1,0 1 1 1 0,NA,NA,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,45.2519267217022,67.8778900825533,65.9065044098654,98.85975661479812,1e-4,0.15063992619383926
3,37,12,2,67,80,83,3,3.257304730001124,3.55163554000137,0.75,0.7555555555555555,45,0,5.5,9 9 9 9 9,6 5 6 9 8,3 4 3 0 1,0.8125,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,166.73565478700831,82.1235314622578,245.17396478884226,50.21635423385927,1.0000000000000002e-6,4.912767048385837
3,38,13,2,5,10,20,3,1.5699565300001268,1.33120914000028,0.125,0.13333333333333333,45,0,4.7,9 9 9 9 9,0 3 1 1 1,9 6 8 8 8,0.3333333333333333,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,12.442959312463305,236.41622693680281,59.07806380454031,236.31225521816123,1.0000000000000002e-6,8.962592062151543
3,39,14,2,12,50,88,3,3.159204530000352,4.76077054000052,0.125,0.2,5,1,5.5,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.5,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,13.57557801651066,99.55423878774484,259.94348073997736,35.44683828272418,1.0000000000000002e-6,73.9628781677788
3,40,15,2,12,15,28,2,2.252933629999461,2.05493693999961,0.25,0.24444444444444444,45,0,5.2,9 9 9 9 9,1 4 2 3 1,8 5 7 6 8,0.1875,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,29.86310234991193,218.9960838993542,46.13455308690579,118.63170793775772,1e-4,3.703736534726504
3,41,16,2,5,6,20,1,2.0201824300002045,2.90020874000038,0.125,0.13333333333333333,45,0,4.1,9 9 9 9 9,2 3 1 0 0,7 6 8 9 9,0.06666666666666667,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,12.442959312463305,236.41622693680281,6.828440605325101,27.313762421300403,0.01,0.6714701266391757
3,42,17,2,31,34,47,1,2.415765530000499,2.74087434000103,0.375,0.37777777777777777,45,0,4,9 9 9 9 9,5 1 2 5 4,4 8 7 4 5,0.1875,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,77.14634773727249,171.7128385119936,16.046835422513986,18.095367604111516,0.01,0.21313466922323263
3,43,18,2,55,55,55,1,6.466001029999461,3.14370143999986,0.625,0.6222222222222222,45,1,4.3,9 9 9 9 9,7 7 5 4 5,2 2 4 5 4,NA,NA,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,136.87255243709637,111.98663381216973,18.77821166464403,15.363991361981475,0.01,0.003917331057762399
3,44,19,2,10,12,27,1,3.452877030000309,3.45714453999972,0.125,0.13333333333333333,45,0,5.2,9 9 9 9 9,1 2 2 1 0,8 7 7 8 9,0.1176470588235294,compromise,2.4285714285714284,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,24.88591862492661,223.9732676243395,9.218394817188885,24.923808209436615,0.01,0.5073160667748183
3,45,20,2,20,17,5,1,6.620076830000471,2.65477663999991,0.125,0.2,5,0,4.3,1 1 1 1 1,0 0 0 1 0,1 1 1 0 1,0.2,compromise,1.25,22.6259633608511,5.5302041388725804,34.1422030266255,130.624057998038,0.01,22.6259633608511,90.5038534434044,1.7071101513312752,32.435092875294224,0.01,0.49569321703692587
